Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MonthQuarterMatrixConstructed,The length of the statement  "            DayInQuarterTE te = new DayInQuarterTE(QuarterEnum.First' QuarterlyIntervalEnum.First' MonthlyIntervalEnum.First' DayOfWeekEnum.Fri); " is 133.
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonths,The following statement contains a magic number: Assert.IsTrue(occurances.Count() == 4' "expect 4 events");
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeks,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeks,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeks,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeks,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeks,The following statement contains a magic number: Assert.IsTrue(occurances.Count() == 8' "expect 8 events");
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeksMultiDays,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeksMultiDays,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeksMultiDays,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeksMultiDays,The following statement contains a magic number: var occurances = schedule.Occurrences(new DateRange              {                  StartDateTime = new DateTime(2014' 1' 1)'                  EndDateTime = new DateTime(2014' 12' 31)              });
Magic Number,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MultiQuartersMultiMonthsMultiWeeksMultiDays,The following statement contains a magic number: Assert.IsTrue(occurances.Count() == 16' "expect 16 events");
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2016' 2' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2016' 2' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2016' 2' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2015' 11' 25)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2015' 11' 25)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2015' 11' 25)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 6' 16)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 6' 16)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 6' 16)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2012' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2012' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2012' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2014' 7' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2014' 7' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest1,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2014' 7' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2016' 2' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2016' 2' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2016' 2' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2015' 11' 25)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2015' 11' 25)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2015' 11' 25)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 6' 16)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 6' 16)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 6' 16)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2012' 10' 12)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2012' 10' 12)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2012' 10' 12)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2012' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2012' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2012' 8' 9)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2014' 7' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2014' 7' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest2,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2014' 7' 5)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Every 2nd week on Tue Wed Fri"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = DayOfWeekEnum.Tue | DayOfWeekEnum.Wed | DayOfWeekEnum.Fri '                  RepeatInterval = 2' // every 2nd week                  StartDateTime = new DateTime(2013' 1' 1) // start date on a Tue              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Every 2nd week on Tue Wed Fri"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = DayOfWeekEnum.Tue | DayOfWeekEnum.Wed | DayOfWeekEnum.Fri '                  RepeatInterval = 2' // every 2nd week                  StartDateTime = new DateTime(2013' 1' 1) // start date on a Tue              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 1' 1)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 1' 15)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 1' 15)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 2' 12)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 2' 12)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 2' 12)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 12' 17)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 12' 17)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 12' 17)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 1' 14)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2014' 1' 14)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 14)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest3,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 14)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Every 3rd week on Mon Wed Fri"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = DayOfWeekEnum.Tue | DayOfWeekEnum.Wed | DayOfWeekEnum.Fri'                  RepeatInterval = 3' // every 3rd week                  StartDateTime = new DateTime(2013' 1' 1) // start date on a Tue              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Every 3rd week on Mon Wed Fri"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = DayOfWeekEnum.Tue | DayOfWeekEnum.Wed | DayOfWeekEnum.Fri'                  RepeatInterval = 3' // every 3rd week                  StartDateTime = new DateTime(2013' 1' 1) // start date on a Tue              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 1' 1)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 1' 22)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 1' 22)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 8)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 15)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 15)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 21)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventTest4,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2013' 1' 21)));
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Every weekday (Monday to Friday)"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = DayOfWeekEnum.WorkDay'                  StartDateTime = new DateTime(2013' 8' 1)              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: var aEvent = new Event()              {                  ID = 1'                  Title = "Every weekday (Monday to Friday)"'                  FrequencyTypeOptions = FrequencyTypeEnum.Weekly'                  DaysOfWeekOptions = DayOfWeekEnum.WorkDay'                  StartDateTime = new DateTime(2013' 8' 1)              };
Magic Number,ScheduleWidget.UnitTest,WeeklyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\WeeklyTests.cs,WeeklyEventWeeklyOnWeekdaysTest,The following statement contains a magic number: Assert.IsTrue(schedule.IsOccurring(new DateTime(2013' 8' 1)));
