Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SisoDb.Specifications.Model,QueryBigIdentityItem,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\sisodb.specifications\model\QueryBigIdentityItem.cs,AsJson,The length of the statement  "	return JsonFormat.Inject (StructureId' SortOrder' IntegerValue' NullableIntegerValue' StringValue' GuidValue.ToString ("N")' BoolValue.ToString ().ToLower ()); " is 159.
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,DefaultPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,DefaultPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,DefaultPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,DefaultPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,SmallerPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  	new Coordinates {  		Latitude = 47.649'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.658'  		Longitude = -122.348  	}'  	new Coordinates {  		Latitude = 47.653'  		Longitude = -122.358  	}'  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
Magic Number,SisoDb.Specifications.Model,SpatialDataFactory,F:\newReposMay17\danielwertheim_SisoDb-Provider\Source\Tests\SisoDb.Specifications.Sql2012\..\SisoDb.Specifications\Model\Spatial.cs,InvalidPolygonCauseOfMultiPolygon,The following statement contains a magic number: return new[] {  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}'  	new Coordinates {  		Longitude = 17.5177998758062'  		Latitude = 59.8287262059463  	}'  	new Coordinates {  		Longitude = 17.5183595098174'  		Latitude = 59.8288040007415  	}'  	new Coordinates {  		Longitude = 17.5185842835054'  		Latitude = 59.8287670179638  	}'  	new Coordinates {  		Longitude = 17.5185555696997'  		Latitude = 59.8286389410589  	}'  	new Coordinates {  		Longitude = 17.5184488506902'  		Latitude = 59.8285511809991  	}'  	new Coordinates {  		Longitude = 17.517806994454'  		Latitude = 59.8288535017357  	}  };  
