Project,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Imperative Abstraction,Unnecessary Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy,Long Method,Complex Method,Long Parameter List,Long Identifier,Long Statement,Complex Conditional,Virtual Method Call from Constructor,Empty Catch Block,Magic Number,Duplicate Code,Missing Default,LOC
ronnieoverby_RavenDB-Linqpad-Driver,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ronnycsharp_WPFLight,3,4,0,1,3,0,0,2,10,0,20,1,22,3,0,1,0,2,0,0,0,3,3,3,1,5,2,18,8,0,79,17,2,0,427,0,8,12259
RoosterDragon_Desktop-Ponies,0,2,0,0,2,1,0,4,4,0,31,4,7,1,0,7,0,0,0,0,0,0,0,0,0,0,5,20,17,5,132,4,0,2,539,0,3,17047
rosaliafx_Rosalia,0,7,0,0,4,0,1,0,15,0,13,2,0,0,4,2,0,3,1,0,0,1,1,0,0,4,1,3,12,0,46,0,0,0,15,0,0,4491
rossipedia_toml-net,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,285
royosherove_aout2,0,0,0,0,3,0,0,0,1,0,16,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,635
rpgmaker_MessageShark,0,0,0,0,2,0,0,0,4,0,9,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,11,14,41,0,28,0,0,0,344,0,0,3008
rpgmaker_NetJSON,2,2,0,0,2,0,0,3,3,0,17,20,3,0,0,10,0,4,0,0,0,0,0,0,0,0,38,48,36,12,111,16,0,0,4252,0,4,20278
rprouse_GitHubExtension,1,3,0,1,5,0,0,0,30,1,63,20,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,13,1,0,2,40,0,0,4169
rscustom_rocksmith-custom-song-toolkit,1,7,0,0,1,0,0,14,22,0,5,15,45,0,18,12,0,6,0,0,0,0,0,0,0,0,35,83,11,0,466,14,0,16,4167,0,30,24998
ruarai_CompilePal,1,2,0,0,0,0,0,0,4,0,1,0,21,0,3,2,0,14,0,0,0,0,0,0,0,0,1,11,0,0,23,1,0,3,209,0,1,3075
runceel_ReactiveProperty,0,1,2,0,5,0,0,1,11,0,58,4,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,13,0,28,0,0,0,9,0,1,4354
runuo_runuo,182,32,0,22,34,22,1,60,29,3,111,324,140,460,7,194,27,675,83,0,3,92,70,430,106,444,138,1169,563,0,1565,749,97,118,106173,11,699,449832
Ruslan-B_FFmpeg.AutoGen,0,0,0,1,0,0,0,0,157,1,18,0,167,0,38,3,0,5,0,0,0,0,0,0,0,0,1,2,73,0,2,0,0,0,1,0,2,9456
RusticiSoftware_TinCan.NET,0,3,1,0,0,0,0,1,11,0,2,2,0,0,1,2,0,0,1,0,0,0,1,1,0,7,1,10,4,0,0,0,0,0,4,0,0,2053
RusticiSoftware_TinCanAPILibraryCSharp,1,3,0,1,2,0,0,6,6,0,9,26,9,1,3,3,0,2,1,0,0,0,3,5,0,3,0,17,16,0,47,2,3,1,17,0,6,6101
ryudice_QuartzNetAPI,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,283
S-C-A-N_SCANsat,18,7,0,0,5,7,0,7,2,0,22,4,25,0,2,22,1,8,0,0,0,0,0,8,0,0,46,134,57,0,487,40,0,0,14269,0,12,24946
s2003zy_NumberProgressBar,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,446
Sage_SDataCSharpClientLib,2,7,0,2,3,7,0,16,12,6,31,79,0,0,5,25,0,42,4,0,2,2,2,91,2,18,35,161,101,2,339,2,0,25,686,0,2,71040
saguiitay_OneDriveRestAPI,0,0,0,0,2,0,0,1,18,0,13,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,15,0,0,0,8,0,0,1927
saguiitay_WebDAVClient,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,7,0,0,0,0,0,0,746
sailro_Bdtunnel,0,3,0,0,2,0,1,2,17,0,2,16,0,0,5,0,0,2,0,0,0,5,3,1,0,9,4,3,3,0,43,1,10,4,707,0,0,6734
sailro_Dexer,6,4,1,0,2,2,0,3,7,0,13,9,0,3,3,9,0,7,0,0,0,1,0,1,4,4,3,18,0,0,19,2,0,0,345,0,5,6341
SaintSkeeta_LaunchSitecoreTDS,0,0,0,1,3,0,0,0,34,0,59,3,0,0,34,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149
sakeproject_sake,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,1,457
saleyn_otp.net,1,1,0,1,0,0,0,0,0,0,13,8,8,0,0,13,0,18,1,0,0,14,1,5,1,11,1,29,17,0,29,0,18,34,435,1,3,9647
samcook_RedLock.net,0,0,0,0,4,0,0,20,8,0,28,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,28,8,104,8,0,0,24,0,0,9644
samjudson_flickr-net,0,0,0,2,2,0,0,2,9,2,35,14,0,0,2,18,0,2,6,0,36,0,2,22,0,0,8,263,168,0,151,6,0,6,176,0,57,53017
samueldjack_SelectedItemsBindingDemo,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,506
samuelneff_MimeTypeMap,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2661
samus_mongodb-csharp,2,13,0,1,4,0,0,12,8,0,32,2,0,5,0,16,0,13,1,0,0,2,5,4,6,6,0,37,18,0,104,11,1,1,197,0,20,23570
Sandra_Sandra.Snow,0,3,0,0,2,1,0,2,8,0,15,2,1,0,4,1,0,0,0,0,0,0,0,0,0,1,2,6,3,0,34,0,0,2,41,0,2,4115
sandromancuso_trip-service-kata,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,93
saramgsilva_ModernUISamples,0,0,0,0,0,0,0,0,16,0,24,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1514
sayedihashimi_publish-samples,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
sayedihashimi_slow-cheetah,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,170
schambers_fluentmigrator,6,19,0,0,12,1,1,10,22,0,36,34,12,4,8,30,1,39,6,0,2,0,16,62,2,5,2,41,28,14,320,3,1,2,70,0,16,21598
Schandlich_Fibber,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,2,0,1,39,0,1,767
schourode_canonicalize,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,457
schourode_pdfbinder,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0,39,0,1,520
Schulteatq_CityTrafficSimulator,2,2,0,1,1,1,0,5,1,0,3,32,26,0,2,10,0,8,0,0,1,1,6,2,0,1,23,45,23,13,268,14,0,1,2178,1,7,18180
scionwest_ValidatableBase,1,1,0,0,1,0,0,5,2,0,10,0,0,0,0,0,0,0,0,0,0,1,1,11,0,2,0,13,0,24,184,7,0,0,4,0,0,3393
scommisso_vimeo-dot-net,0,3,1,1,2,0,0,1,29,0,16,4,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,30,1,0,0,8,0,0,6993
Scooletz_protobuf-linq,0,1,0,0,1,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,23,0,0,0,0,0,0,775
Scordo_TS3QueryLib.Net,6,18,0,3,18,21,0,9,21,0,31,26,0,0,3,9,0,3,6,0,0,0,3,3,0,6,9,19,99,18,172,5,3,6,90,0,9,32653
scottksmith95_CSharp.Readability,0,1,0,0,2,0,0,0,10,0,12,11,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,12,28,0,15,1,0,0,11,0,1,2259
scottlerch_HostsFileEditor,0,0,1,0,1,0,0,0,1,0,7,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,22,0,0,0,89,0,0,5479
scriptcs_scriptcs,0,2,0,2,7,0,0,8,22,0,19,6,1,0,2,5,0,1,1,0,0,0,3,0,0,2,0,9,25,1,146,2,0,0,48,0,1,8904
scriptcs-contrib_scriptcs-webapi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,413
ScruffyFurn_Windows-Unity-Ad-Network-Plugin,0,0,0,0,0,0,0,0,7,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,0,1,0,0,0,6,0,0,2895
SCToolsfactory_SCJMapper-V2,6,8,0,0,5,3,0,5,3,0,7,20,28,0,3,16,0,7,0,0,0,0,0,4,0,2,18,46,8,0,252,6,0,3,3623,1,5,27433
sdekock_AgUnit,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,19,0,0,0,8,0,1,1328
sdesalas_trifleJS,5,3,0,0,3,1,0,2,1,0,11,1,11,0,1,4,0,5,0,0,0,0,1,1,0,0,1,15,12,4,36,0,0,18,147,0,3,6964
sebasbaumh_WixEdit,18,8,0,2,2,5,1,7,0,0,7,37,2,2,0,15,0,34,0,0,0,0,2,15,1,3,11,79,8,0,264,10,0,39,1142,0,9,18301
Sebazzz_SDammann.WebApi.Versioning,0,1,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,20,0,0,0,2,0,0,1878
SecurityInnovation_YASAT,0,0,0,0,0,0,0,0,3,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,1,10,0,1,978
SEEK-Jobs_pact-net,0,4,1,0,7,2,0,2,29,0,17,1,2,1,1,2,0,1,0,0,0,0,3,1,0,2,0,4,3,2,68,3,0,0,12,0,0,3850
seesharper_LightInject,0,3,1,2,4,0,0,3,53,0,81,1,7,0,0,6,0,2,3,0,0,0,0,0,0,0,0,4,4,11,88,0,0,0,15,0,2,8961
segmentio_Analytics.Xamarin,2,3,0,0,1,0,0,0,5,0,4,0,7,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1677
semack_land,3,2,0,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,29,0,0,0,107,0,2,1476
SEModCommunity_SE-Community-Mod-API,0,1,0,2,3,0,0,3,47,0,37,22,7,5,12,7,0,8,4,0,0,0,1,3,0,30,14,40,0,1,290,0,0,8,2672,1,0,24591
sendgrid_sendgrid-csharp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,131
SepiaGroup_Neo4jRestNet,1,2,0,0,2,1,0,1,4,1,18,3,0,0,3,16,0,16,0,0,0,0,3,5,2,0,5,13,123,0,87,0,0,0,28,0,0,6036
serbrech_Owin.Catify,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,131
sergeyshushlyapin_Sitecore.FakeDb,0,3,1,0,6,3,0,2,2,0,89,3,0,0,2,4,0,0,0,0,0,0,43,4,1,11,1,2,13,0,65,0,0,0,11,0,0,6353
SergeyTeplyakov_ExceptionAnalyzer,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,18,1,0,0,0,0,0,594
sergun_monads.net,0,0,0,0,4,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3436
SeriousM_WPFLocalizationExtension,0,2,0,1,4,0,0,2,49,1,92,0,6,0,0,3,0,0,0,0,0,0,0,17,0,5,1,13,1,1,41,1,0,7,63,0,1,7848
serverdensity_sd-agent-windows,0,1,0,0,1,0,0,6,3,0,6,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,1,7,3,0,39,2,1,13,337,0,0,4646
ServiceStack_ServiceStack,0,2,2,11,15,0,0,0,650,0,511,162,35,0,34,8,0,0,1,0,0,0,3,0,0,0,0,3,3,0,73,0,0,0,61,0,1,14767
ServiceStack_ServiceStack.Examples,0,4,0,2,9,0,0,0,72,0,72,103,52,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,95,0,0,0,63,0,0,9696
ServiceStack_ServiceStack.Extras,0,1,1,0,3,0,0,0,16,0,46,50,9,0,19,6,0,2,0,0,0,0,0,0,1,0,0,6,14,1,65,0,0,0,2,0,0,6611
ServiceStackApps_RedisAdminUI,0,1,0,5,13,0,0,0,105,0,115,1,2,0,12,0,0,0,1,0,0,0,0,0,0,0,2,1,12,0,969,0,0,0,10850,0,0,9829
ServiceStackApps_TechStacks,0,0,1,1,3,0,0,0,74,0,21,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,40,0,0,0,28,0,0,2282
ServiceStackV3_ServiceStack.RedisWebServices,0,1,0,5,13,0,0,0,105,0,115,1,2,0,12,0,0,0,1,0,0,0,0,0,0,0,2,1,12,0,969,0,0,0,10850,0,0,9829
sethreno_schemazen,0,0,0,0,2,0,0,1,3,0,16,1,4,0,0,2,0,3,2,0,0,0,4,0,0,3,2,15,7,0,18,1,0,6,14,0,4,2977
sgbj_Dukpt.NET,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,106
sgrassie_csharp-github-api,0,1,0,0,4,0,0,0,32,0,45,31,1,0,1,8,0,5,0,0,0,0,0,0,0,0,0,16,6,0,55,13,0,0,340,0,4,4564
sgrebnov_IeMobileDebugger,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,499
sh1989_ReactiveFlickr,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,225
shadowsocks_shadowsocks-csharp,4,6,0,0,3,5,1,4,1,0,6,3,24,0,3,6,0,9,0,0,0,0,5,4,0,1,5,20,25,0,107,1,0,16,1153,0,3,11742
sharepoint-sherpa_sherpa,1,2,1,0,1,0,0,0,8,0,4,1,2,0,3,3,0,0,0,0,0,1,0,0,0,4,1,12,16,12,91,4,0,3,40,0,3,5870
sharparchitecture_Sharp-Architecture,0,0,0,0,4,0,0,0,2,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,3,0,1,890
sharpdx_SharpDX,1,2,0,1,1,1,0,5,14,0,9,60,8,12,4,5,0,14,1,0,0,6,1,3,1,23,11,48,7,0,102,5,0,5,235,0,4,18579
sharpdx_Toolkit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SharpRepository_SharpRepository,0,6,0,1,11,0,0,2,21,1,45,49,5,2,1,33,0,0,1,0,4,1,34,3,0,42,0,10,26,1,271,5,0,24,71,0,9,17414
Shawak_downtify,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,33,0,0,730
shawnmclean_Mandrill-dotnet,0,1,0,1,4,0,0,0,29,0,9,4,2,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4861
shawnmclean_SimpleCrypto.net,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,503
shawty_polymermvc,0,0,0,0,0,0,0,0,7,0,13,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,554
shiftkey_octohipster,0,1,0,0,1,0,0,0,5,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,430
shiftkey_ReactiveGit,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,517
shlee322_Netronics,1,1,0,0,0,0,0,0,7,0,6,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,4,0,1,719
shogo82148_MiniMessagePack,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,244,0,1,469
shuruev_StyleCopPlus,6,1,0,0,1,1,0,1,12,0,4,7,1,0,0,3,0,0,0,0,0,0,1,4,0,4,8,10,15,0,92,2,0,3,465,0,6,9145
SickheadGames_TinyPG,0,2,0,0,1,1,0,4,7,0,5,17,19,0,3,7,0,6,0,0,0,2,0,2,0,3,18,41,10,0,157,16,0,3,650,0,2,8216
siddharth96_windows-tweaker,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233
SignalR_SignalR,9,45,1,3,40,13,0,42,45,0,186,22,3,0,27,46,0,8,1,0,1,4,17,1,0,16,3,57,61,12,461,6,0,13,767,3,13,69651
silentbobbert_EFCache.Redis,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,310
sillsdev_FieldWorks,1,3,0,5,3,0,0,27,8,2,109,34,61,0,10,24,0,145,3,0,0,2,4,0,1,60,19,101,38,0,253,29,6,23,13688,99,17,56298
SimonRichards_clang-sharp,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,3,0,26,0,0,0,0,0,0,0,0,0,1,14,0,4,1,0,0,1,0,0,2071
SimpleAuthentication_SimpleAuthentication,0,1,0,1,6,0,0,0,58,0,51,5,4,0,9,0,0,0,0,0,0,0,0,2,0,0,0,2,2,3,145,0,0,0,1,0,0,5568
simplefx_Simple.OData,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,8,4,11,0,0,0,0,0,1,802
simplybusiness_mongosis,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,3,2,18,1,0,0,9,0,1,1298
Sims4Group_Sims4Tools,0,0,0,1,0,0,0,5,4,0,30,53,5,0,1,9,0,8,0,0,0,0,6,0,3,1,24,39,14,0,359,1,2,9,3093,0,13,27026
sinclairzx81_reactor,0,2,0,0,4,1,0,7,6,0,40,68,6,2,3,23,0,32,0,0,0,0,3,86,0,0,4,39,26,0,24,8,0,15,719,0,5,20930
siniypin_pjsip4net,0,0,1,2,3,0,0,1,200,0,225,3,279,0,118,2,0,0,1,0,0,0,1,0,0,0,2,1,9,0,10,0,0,0,14,0,0,10938
SirCmpwn_ChatSharp,1,1,0,0,2,0,0,1,1,0,22,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,2,52,0,1,2913
SirCmpwn_Craft.Net,4,5,0,2,5,0,1,5,5,0,20,4,131,3,4,7,0,19,3,0,0,1,6,0,1,2,2,24,43,0,111,5,0,6,910,0,10,16817
SirCmpwn_organic,0,0,1,0,1,0,0,0,5,0,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,8,14,10,0,35,6,0,2,560,2,0,2973
SirCmpwn_PartyCraft,0,1,0,0,2,0,0,2,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,18,0,17,0,0,2,74,0,0,1437
SirCmpwn_Patchy,0,0,0,0,1,0,0,4,4,0,21,0,3,0,3,2,0,8,0,0,0,0,0,0,0,0,0,20,8,0,82,4,0,20,172,0,3,7334
SirCmpwn_RedditSharp,1,1,0,1,0,0,0,0,1,2,9,0,1,2,1,4,0,7,0,0,0,8,1,1,0,3,0,8,5,0,35,0,0,1,61,0,6,4852
SirCmpwn_Tomato,1,2,0,0,2,0,0,4,5,0,4,9,20,0,0,4,0,23,0,0,0,0,0,0,0,0,21,32,2,0,84,6,1,5,1751,0,11,8289
SirCmpwn_TrueCraft,18,16,0,4,15,1,1,10,57,0,11,13,86,2,26,10,0,13,11,0,6,5,4,42,3,37,5,77,79,0,263,35,0,7,2453,1,27,38565
sirkut_InfernalRobotics,1,1,0,0,0,0,0,1,2,0,6,5,1,0,0,4,0,2,0,0,0,0,0,0,0,0,4,22,1,0,64,9,0,5,350,0,3,3688
Sitecore_autohaus,0,0,0,0,4,0,0,2,13,0,35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,5,0,0,1770
Sitecore_sitecore-xamarin-pcl-sdk,0,10,1,0,11,4,1,3,14,0,7,5,0,0,5,2,0,11,0,0,1,0,5,6,0,4,0,7,14,2,129,2,0,6,13,0,1,10172
Sitecore-Community_Sitecore-Mvc-Contrib,0,0,0,0,1,0,0,1,11,0,14,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,2,0,0,1426
sitecorian_SitecoreSearchContrib,1,2,0,0,1,0,0,3,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,28,0,17,1,0,0,9,0,0,3360
Sitefinity_feather-widgets,1,6,0,0,10,0,0,18,41,0,94,62,0,0,36,0,0,0,1,0,1,0,1,8,0,1,3,38,34,6,253,4,2,1,54,0,6,42686
sixthsense_sixthsense,0,0,0,0,1,0,0,0,1,0,2,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,2,8,2,0,63,1,0,0,806,0,3,5112
sjdirect_abot,0,1,0,1,2,0,0,4,3,0,4,0,1,0,3,2,0,1,0,0,0,1,0,0,0,0,0,4,3,14,85,2,2,4,118,0,0,4701
skradel_Zetetic.Ldap,0,1,0,0,2,0,0,0,3,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,5,0,19,2,0,0,134,0,3,2792
skrusty_AsterNET.ARI,0,1,0,1,3,0,0,0,63,0,11,19,21,0,16,13,0,2,2,0,0,0,0,2,0,0,1,93,55,0,202,0,0,1,702,0,7,10148
skybrud_Skybrud.Umbraco.GridData,7,5,0,0,1,0,0,0,1,0,6,1,0,0,0,1,0,2,1,0,0,0,2,1,0,4,0,7,7,0,6,0,0,0,23,0,6,3104
SLaks_VSEmbed,1,1,0,0,5,0,0,0,3,0,17,0,3,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,7,1,38,0,0,1,28,0,0,3407
SlavaRa_fd-quicknavigate-plugin,0,2,0,0,2,0,0,2,2,0,2,1,5,1,5,4,0,0,0,0,0,0,2,9,2,0,0,14,5,0,26,3,0,0,120,0,6,3253
slluis_cydin,0,0,0,0,0,0,0,2,10,1,7,3,17,0,5,4,0,0,0,0,0,0,0,3,0,0,0,6,14,0,36,0,0,5,23,0,0,2515
slodge_Cirrious.FluentLayout,0,0,0,0,1,0,0,0,7,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,207
sloth4413_CommOAuth2,0,0,0,0,5,0,0,0,10,0,24,0,1,0,4,0,0,0,0,0,3,0,3,0,0,0,0,1,5,0,26,4,0,0,18,0,0,2372
smiley22_S22.Imap,0,2,1,1,2,0,0,7,2,0,11,19,2,0,0,5,0,0,0,0,0,0,1,3,0,0,0,16,13,0,49,3,0,12,291,0,2,10950
smolyakoff_essential-templating,0,3,1,0,2,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,12,0,0,0,3,0,1,2261
smorks_smtp4dev,2,2,0,1,2,0,0,0,5,0,9,5,2,0,2,2,0,7,1,0,0,0,2,1,0,1,3,5,2,0,112,1,0,0,583,0,1,6057
smsohan_MvcMailer,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,552
SolidSoils_Arduino,0,1,0,0,1,0,0,1,11,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,6,4,0,14,0,0,1,200,0,1,3249
SolutionsDesign_Algorithmia,0,1,0,0,3,0,0,3,4,0,30,23,2,0,0,5,0,9,0,0,0,1,1,4,0,2,0,10,11,1,121,3,0,1,18,0,1,9129
somdoron_NetMQ.WebSockets,0,0,0,0,1,0,0,2,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,8,1,0,2,1,0,1,190,0,2,1191
somedave_FluentBootstrap,1,8,0,1,8,0,0,0,15,0,45,0,0,1,1,10,0,7,4,0,7,0,0,5,0,49,0,4,32,0,130,2,5,0,12,0,0,7073
somedave_Wyam,3,12,0,0,22,0,1,17,22,0,66,6,4,1,26,10,0,8,4,0,1,0,25,13,0,20,5,42,49,3,284,4,0,3,82,0,5,33426
Sonarr_Sonarr,6,65,3,7,81,9,1,25,263,0,329,22,17,2,106,33,0,21,21,0,8,0,25,23,1,38,8,151,186,28,916,37,2,18,1317,3,19,88533
sones_sones,36,42,4,8,33,9,1,22,169,4,121,257,177,61,30,129,5,162,19,0,8,13,69,112,23,33,32,363,356,50,2207,28,5,22,1324,1,52,131180
SonyWWS_ATF,9,30,3,20,37,1,1,93,215,1,355,146,158,26,48,154,1,161,24,1,13,4,88,103,16,105,65,590,312,4,1811,90,21,44,5129,0,164,270828
SonyWWS_LevelEditor,4,17,3,14,21,1,1,57,123,1,178,117,85,25,27,118,1,138,12,1,10,4,63,85,8,47,49,469,268,2,1059,81,19,22,3826,0,117,188488
soygul_NBug,4,5,1,0,3,0,1,6,17,0,29,9,2,3,9,0,0,0,0,0,0,0,0,2,0,0,10,21,6,0,189,1,0,1,1631,0,5,12989
soywiz_cspspemu,6,19,2,5,21,0,0,21,136,6,168,94,296,0,62,99,1,126,1,0,0,0,27,8,1,26,57,231,308,7,1544,53,3,33,26494,0,49,405263
spadger_simple-config,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,20,0,0,0,0,0,0,672
SparkViewEngine_spark,1,12,1,2,9,7,0,5,52,2,42,15,14,13,8,11,0,11,3,0,0,2,20,15,4,3,4,42,26,0,155,3,0,1,86,0,3,41001
