Project,Unnecessary Abstraction,Imperative Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy
brendanmckenzie_simplecms,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BrentKnowles_Addin_Random,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
brentrossen_AzureDistributedService,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
briandorey_ModernUI-Pick-and-Place-Controller-Software,1,1,4,13,4,8,0,0,4,0,3,0,0,0,0,0,0,0,0
BrianLima_Helix,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BrickStreetSoftware_brickstapi-dotnetclient,5,0,0,3,10,2,0,10,2,0,0,0,0,0,0,0,0,0,0
bridgedotnet_Bridge,136,14,15,638,123,135,0,29,155,1,25,11,0,30,7,60,15,1,121
BrightcoveOS_Video-Cloud-SharePoint-2010-Integration,7,4,0,52,8,17,0,2,1,0,0,0,0,0,0,0,0,0,0
briguy202_PrototypeApplication,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrokenEvent_ObfuscarMappingParser,1,1,3,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0
brooke_grogre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brozingaron_Glyph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brpeanut_OpenMario,3,0,1,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,2
BS-Pro_Multi-Fingerprint-Authenticator,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bshishov_NetComponentEntitySystem,3,0,0,1,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0
bubbafat_RescueMe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BunnyRabbit2_TVSeriesRenamer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butlersoftware_aftermath,1,3,0,10,1,1,0,1,0,0,7,0,0,0,0,0,0,1,0
buunguyen_memento,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
buzzlebutt_TinyGossip,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
bwight_CloudInit.NET,1,0,1,10,4,2,0,0,0,0,0,0,0,0,0,2,0,1,1
bwilso65_password-keeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byt3-Hub_PAWNEdit,1,0,0,0,3,3,0,0,1,0,9,0,0,0,0,0,0,0,0
ByteCarrot_Masslog,15,1,0,30,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
byteit101_ZomB-Dashboard-System,12,9,22,48,54,4,0,4,10,0,47,3,0,15,0,13,56,11,9
c0nfused_Web-Remote-Input,1,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
c4mprod_UnityCBMAT,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cainianhua_CodeGenerator,5,0,2,6,2,0,0,3,4,0,0,0,0,0,1,1,0,0,0
cajuuh_denguewars,50,4,8,24,36,16,0,30,0,0,20,0,0,0,0,0,10,0,4
Calabonga_MvcConfig,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CalypsoSys_Babalu_rProxy,1,0,4,1,0,0,0,3,1,0,9,0,0,0,2,1,0,0,0
camillos_Microsructure3DReconstructor,3,2,1,2,22,9,0,0,1,0,6,0,0,0,0,0,0,0,0
camiloripi_Analisis_Y_Dise-o_Teleton,1,21,9,8,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0
CamTechConsultants_protobuf-net,202,23,34,300,28,5,0,12,97,0,523,6,0,4,11,15,0,1,10
CanyonCounty_CC.MT.Public.Sheriff,0,3,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caojianagbocn_NScreenCapture,2,2,1,6,9,3,0,1,3,0,0,0,0,0,0,0,0,0,0
caoxianglin_newsellinggas,15,0,1,7,3,8,1,1,4,0,4,0,0,0,0,0,3,0,0
caoyue_Qzzz,2,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0
carlcallewaert_buildandveryplay,0,0,4,10,0,12,2,0,4,0,0,2,0,0,0,0,0,4,32
carllindelof_sensu-client,10,1,1,5,0,6,0,4,0,0,0,0,0,0,0,1,0,0,0
carlospeix_ConfUi,9,0,0,20,2,0,0,1,4,0,20,0,0,0,0,0,0,0,1
CarlosX_GunBoundWC,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
carlosyy_SIISAConc,59,1,0,44,4,1,0,18,3,0,0,0,0,0,0,0,0,0,0
cartman005_UBTalker,0,0,0,13,1,2,0,1,6,0,0,0,0,0,0,5,10,0,3
casperbang_ER301.NET,1,0,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CatenaLogic_AzureStorageSync,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cathode_zsm,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
catyguan_bma.dotnet.common,3,0,3,10,11,2,0,0,11,0,2,0,0,0,0,4,1,0,0
CBelford_MnemonicAssignmentCalculator,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbharath_XTTSource,73,2,1,9,20,108,0,57,3,0,0,0,0,0,0,0,0,0,0
cbradley857_barda,1,3,1,1,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0
cbuahin_OpenMI,46,6,16,26,86,10,14,4,14,0,16,0,0,2,4,17,28,2,27
ccarlonr_Xamarin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cchamplin_Sprite,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdaapi_cdaapi_core,28,1,7,11,0,16,0,1,4,0,0,3,0,0,0,0,24,0,2
cdaapi_cdaapi_everest_CDA,63,0,1,43,32,14,5,5,5,0,60,4,0,14,11,1,28,4,6
Cecer1_-IHI-HabboHandlers,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecer1_-IHI-MessengerManager,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecer1_-IHI-StandardOut,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cecozab1_DentistApp,3,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Celarix_FileToBitmap,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
CfoxQUB_DesktopApplication,3,1,2,3,23,4,0,0,12,0,9,0,0,0,0,0,0,0,0
ChadMoran_BattleDotNet,28,1,0,61,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0
chanchunghao_CsQueryControls,8,1,0,20,0,0,0,4,0,0,0,1,0,0,2,0,6,0,51
Chandu_DotEnv,5,0,1,8,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0
Chanisco_TowerDefence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chargeover_chargeover_csharp,79,37,73,29,89,17,2,11,257,11,644,4,0,0,82,35,2,18,24
chariothy_MultiTargetFrameworkManager,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charliecm_ColorPicker,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHECK24_c24.Runman,5,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chefkoch_MkvTagger,0,7,0,15,19,6,0,2,0,0,10,0,0,0,0,0,0,0,0
chensonglin_MDT,25,21,10,21,13,9,0,12,2,0,2,0,0,0,1,2,0,0,0
ChessOK_ModelFramework.Mvc,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chiensiTB_EnergyPlusTextParser,1,0,0,1,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ChillPillGames_RiverQuest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinaboard_AppStrap,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
choudeshell_Tattle,0,0,1,2,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0
chraft_c-raft-plugins,1,0,0,2,6,4,0,2,0,0,6,0,0,0,0,0,0,0,0
chrbayer84_SLAgentCSServer,14,2,16,36,411,482,3,19,28,0,380,3,0,0,11,3,0,1,18
chrisfraser_AsyncKitchenIntro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chrisloris_SparkIODotNet,10,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3
christianrondeau_jira-toggl-sync,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christophwille_demosatconferences,8,11,11,9,35,0,0,1,3,0,0,0,0,0,0,0,0,0,0
chriswill_RippleRPC.Net,18,0,0,21,0,1,0,8,0,0,0,0,0,0,0,3,0,0,0
ChrizLee_excel-it,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chrkru_quartznet-retryable,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChugR_Apache.NMS.AMQP,2,0,12,4,5,0,4,0,10,0,10,0,0,0,0,0,1,2,6
chunchill_Csharp-Demos,10,0,0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cilerler_Ruya,3,0,0,27,13,2,0,2,2,0,1,0,0,0,0,0,0,0,0
cj1024_RSSReader,5,21,10,49,46,4,0,1,4,0,2,0,0,0,2,3,22,0,4
cjaehnen_BuilderGenerator,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cjbhaines_MemBroker,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clarify_clarify-csharp,4,0,0,2,36,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ClarityDevelopment_ServiceStack.CodeGenerator.TypeScript,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clariuslabs_NuTracer,1,2,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
claudiosanchez_Emplea.do,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
clcrutch_zelda64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cliftonm_nlp,31,2,7,39,3,4,0,24,13,0,0,1,0,0,0,0,10,4,0
ClockMan_l2tower-lua-api,6,2,0,1,2,12,0,2,0,0,16,0,0,0,0,0,0,0,6
Close0_Hangs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clovett_SensorTag-for-Windows,1,8,8,11,0,4,0,0,5,0,0,1,0,0,0,0,6,0,0
ClusterReply_minisqlquery,9,3,4,5,3,0,0,4,3,0,5,3,0,0,1,3,10,0,31
cmaneu_deezer-net-api,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNH-Hyper-Extractive_parallel-sdk,6,0,8,61,29,0,0,2,11,0,4,2,0,0,1,22,30,1,13
CNH-Hyper-Extractive_simple-script-wrapper,1,0,2,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0
codaxy_dox,41,2,0,30,25,0,0,49,2,0,0,0,0,0,0,1,0,1,2
codeforamerica_golden-ticket-splitter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CodeMangler_EventLog-Analyzer,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0
CoderNumber1_Laziton,9,0,0,10,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0
codesmithtools_SchemaHelper,2,5,3,21,0,0,0,2,0,0,6,0,0,0,0,6,11,0,2
Codestellation_Ether,1,1,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
codetrip_AstarPets.Interview,13,0,0,15,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Codeuctivity_Mp4BoxSharp,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
codingblocks_SolidTacToe,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
codingkix_MobileMicroSites,22,0,0,83,163,3,0,1,15,0,0,1,0,0,0,0,0,0,0
CoEST_TraceLab,245,104,176,702,396,124,91,45,213,16,1312,16,0,10,68,76,142,21,71
coinvoy_csharp-client,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
coldstorm_cac,1,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
collielimabean_BukkitPluginEditor,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
comicbonbon_Speed,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
CompassPHS_scurrynet,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
computamike_NetworkAssasin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confa_AIEngine,20,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connorcpu_EqBeats-WinRT,0,0,0,42,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0
Consid-Varnamo_Common,1,2,3,4,0,0,3,0,5,0,55,1,0,0,0,3,0,0,0
consortio_LogPipe,9,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
continuousit_seq-api,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contrast-Security-OSS_contrast-sdk-dotnet,8,0,0,6,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0
CooLMinE_FileUnsigner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoolOppo_Opus-Encoder-GUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coolpix_Unity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coreLogic_sws-integration-dotnet,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corenting_NintyGameHeader,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
coreyauger_Neo4JMembershipProvider,1,0,1,2,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0
corick_sfml-2d-lucid,75,10,6,136,15,40,11,4,18,0,54,3,0,0,2,4,13,0,33
Cosmo_spotify-places,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosmo_TakeGive,4,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cotes_CPUMonitor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
couchbaselabs_couchbase-model-views,8,0,0,4,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-AdminAudit,3,0,0,9,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0
countersoft_App-Changelog,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-DocStore,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-GeckoboardConnector,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
countersoft_App-ItemRepeater,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
countersoft_App-LucidchartConnector,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-ProjectSummary,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-Roadmap,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-TFSPicker,4,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
countersoft_App-Timesheet,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cprice1771_RobotRampage,81,32,23,62,79,248,15,27,59,3,230,4,0,0,12,6,55,3,9
cqframework_healthedecisions,393,4,1,236,146,3,0,77,2,0,8,15,0,0,2,0,0,0,0
crackalak_wunderNET,2,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
craigsmitham_HtmlTags.AspNet.Mvc,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crcruicai_Library,58,20,43,214,75,37,3,19,30,0,64,0,0,0,0,7,0,5,2
crdeutsch_Mvc.Bootstrap.Datatables,2,1,1,4,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0
crftr_axis_snap,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croacker_DeclarantBrige,20,1,1,42,68,2,0,13,3,0,0,0,0,0,0,5,0,1,6
CrocInc_wiki2markdown,1,1,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0
crosscourt_MyHobby,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CryptoRepairCrew_MYRClient,20,0,0,23,6,2,0,18,2,0,0,0,0,0,0,3,0,0,0
csells_MeetMeet4Xamarin,2,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctl-global_ctl-data,5,0,0,10,20,1,0,1,0,0,0,0,0,0,0,0,3,0,1
ctstone_json,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cube-soft_cubepdf-merge,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
cube-soft_CubePowerLib,0,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0
cuken_Legion-Tactical-Launcher,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CultureBMo_ProLexia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CutFlame_TextFieldApp,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0
cyeates_Lunchinator.Api,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
cyh24_Face-Track-Detect,1,1,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
d60_CirqusSamples,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacke_Dacke.Trace,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daffers_version-keeper,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
daihenka_Houston2GeminiGUI,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
daleemel_xamarin-store-app-master,4,0,0,7,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Dallas92_SmartTaxi,20,0,0,20,0,2,0,4,0,0,7,0,0,0,0,0,0,0,0
dalotodo_repository,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DalSoft_DuckObject,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
dalssoft_diagramnet,2,2,4,1,0,0,7,0,5,0,17,1,0,9,0,0,7,17,0
Damacustas_sjsontools,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damageboy_daemaged.ntp,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
damageboy_distorm-net,6,1,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0
dan-sw_PTP_GUI,7,15,12,22,53,45,12,1,7,0,58,3,0,0,27,1,16,0,18
DanDiplo_UmbracoTraceLogViewer,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danelkhen_fsync,8,1,3,13,1,12,0,5,2,0,5,0,0,0,1,1,0,0,5
danesparza_iTunesSearch,3,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
danhigham_CloudFoundryRemote,9,0,2,3,2,0,0,1,6,0,32,0,0,0,0,0,0,0,1
danhigham_NancyWebTest,37,12,8,53,34,8,0,9,32,0,93,2,0,0,0,15,17,0,25
danieldutton_AI-Single-Perceptron,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danieldutton_TempPlus_CSharp,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
danielkrainas_Remix,2,0,1,2,1,1,0,2,3,0,12,0,0,0,0,0,0,0,0
DanielLonghurst_3DsUnlock,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielmazzini_Try,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielsilva_Neo4jClient.Migrations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielskowronski_KKMapp,3,0,3,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
danielskowronski_WieszakHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danilom_AttachNoteToWindow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danrequiem_Loging,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dapaxx_reportsync,28,0,2,0,11,1,0,27,5,0,0,0,0,0,0,0,0,0,0
daprlabs_ExchangeWebServicesCreateAsync,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daprlabs_WebStream.Client,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daptiv_VsTools,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darcythomas_HaywireOwin,1,0,1,2,1,4,0,1,0,0,3,0,0,0,0,1,0,0,0
darkl_Ishimotto,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
darrelmiller_HypermediaClients,3,1,1,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
darren-clark_mqtt,0,0,0,3,4,2,0,0,0,0,0,1,0,0,14,0,2,0,4
darren-gibson_CustomerOrder_PlayPen,40,0,0,79,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dataje_BusDataTools,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
daveaglick_LINQPad.CodeAnalysis,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
davevr_GECoPilot,9,2,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
davidcalculli_infracsharp,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DavidHoerster_Agile.NancyHol,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
davidknipe_PriceEvents,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DavidRogers_kato,18,7,10,22,3,8,0,8,0,0,7,0,0,0,0,2,0,0,0
davidturneruk_PCLCache,5,4,1,7,4,0,0,2,0,0,5,0,0,0,1,0,0,0,1
davidwhitney_ReallySimpleRestClient,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
davidzaadstra_vc2clangdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davorpr1_ODataGenerator,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DavyWk_POP-Lib,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DAWacker_SpaceRacePrototype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dawidcieszynski_ZXing.Net,93,254,152,161,801,108,0,27,82,0,207,27,0,0,90,55,295,0,211
dazfuller_FileStreams,4,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
dazik_xdiff,2,1,1,1,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0
dazmodel_PAKConfig,5,0,5,1,4,2,0,3,0,0,10,0,0,0,0,0,0,0,0
dbaileychess_NeuQuant,1,0,3,1,2,5,0,0,1,0,4,0,0,0,0,0,0,0,0
dbettin_webapi.nlog,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dblock_sncore,6,13,17,23,48,6,0,0,16,0,37,1,0,0,1,6,6,0,12
DCubeLabs_ConfLoopbackXamarin,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
DCVolo_SurfaceGame,3,1,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DeborahK_VS-AcmeCustomerManagement,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
deCost_csm,7,0,0,5,2,0,0,5,5,0,0,0,0,0,0,0,1,0,0
deejaygraham_msbuild-tasks,1,2,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deil_mosquito,18,0,0,12,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0
delmosaurio_vs-nitrus,10,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DeltaEngine_DeltaEngine.GLFW,23,25,46,38,15,60,27,11,24,2,292,16,0,0,1,41,2,10,83
DeltaEngine_DeltaEngine.MonoGame,25,25,46,39,15,60,27,11,22,2,300,16,0,0,1,45,2,10,84
DeltaEngine_DeltaEngine.OpenTK,33,31,62,79,15,83,55,12,36,2,334,18,0,0,2,67,2,12,90
DeltaEngine_DeltaEngine.SharpDX,33,30,66,79,15,83,55,12,34,2,334,18,0,0,2,69,2,12,90
DeltaEngine_DeltaEngine.SlimDX,23,23,51,38,15,63,27,12,22,2,292,16,0,0,1,40,2,10,84
DeltaEngine_DeltaEngine.Xna,24,25,45,39,15,60,27,11,22,2,300,16,0,0,1,42,2,10,84
demdxx_MonoCache,0,0,0,4,14,3,0,0,0,0,0,0,0,0,0,1,0,0,0
demot_RandomOrgJson-RPC,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
dengdai1gr_pony1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denmerc_mongoSamples,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
densjizz_saleslead,14,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
derekgreer_expectedObjects,17,0,0,87,0,2,0,86,0,0,0,0,0,0,0,0,0,0,0
derSmon_Twittergotchi,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DeSjoerd_Orchard.Events,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deslum_ScrPush,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
detrm_CIMTool,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
devangel_splitapp,25,0,0,31,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0
devbridge_SeleniumTools,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
devdavidkarlsson_CustomerRelationsIllustrated,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devedse_TurtleTurner2000,28,12,7,22,26,104,1,7,18,0,95,1,0,0,3,5,31,0,3
deveel_deveel-cli,3,0,0,14,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0
devinrader_ngrok.editor,8,0,0,8,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0
devmondo_HangFire.SimpleInjector,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVSENSE_WpDotNet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfch_biz.dfch.CS.Cumulus.Scheduler,0,22,21,1,31,4,0,1,1,0,8,0,0,0,0,0,0,0,0
diaconesq_RecurringDates,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
diantahoc_AniWrap,0,0,4,8,2,8,0,2,11,0,32,0,0,0,2,0,0,0,2
dib0_NHapiTools,12,1,0,28,3,2,1,0,62,0,1,0,0,0,2,2,1,1,0
