LOC,TotalImplSmells,TotalDesignSmells,ImplSmellDensity,DesignSmellDensity,,,
194,13,2,67.01030928,10.30927835,,,
333,18,4,54.05405405,12.01201201,,,
7516,52,70,6.918573709,9.313464609,,,
1422,14,23,9.845288326,16.17440225,,,
5680,245,144,43.13380282,25.35211268,,,
71053,4974,632,70.00408146,8.894768694,,,
590,17,7,28.81355932,11.86440678,,,
877,20,7,22.8050171,7.981755986,,,
2101,148,10,70.44264636,4.759638267,,,
438,31,4,70.77625571,9.132420091,,,
2698,75,11,27.79836916,4.077094144,,,
1415,112,17,79.15194346,12.01413428,,,
24779,2128,179,85.87917188,7.223858913,,,
668,4,2,5.988023952,2.994011976,,,
28272,1022,355,36.14883984,12.5565931,,,
222,3,12,13.51351351,54.05405405,,,
55196,865,829,15.67142547,15.01920429,,,
55196,865,829,15.67142547,15.01920429,,,
2541,100,45,39.35458481,17.70956316,,,
13687,40,147,2.922481187,10.74011836,,,
3626,1308,35,360.728075,9.652509653,,,
170,6,2,35.29411765,11.76470588,,,
4638,259,22,55.84303579,4.74342389,,,
234,5,1,21.36752137,4.273504274,,,
423,0,3,0,7.092198582,,,
4358,78,68,17.8981184,15.60348784,,,
882,27,7,30.6122449,7.936507937,,,
38681,1393,426,36.0125126,11.01315892,,,
11604,375,90,32.31644261,7.755946225,,,
8926,157,91,17.58906565,10.19493614,,,
255,5,9,19.60784314,35.29411765,,,
7706,435,99,56.44951985,12.8471321,,,
1568,47,15,29.9744898,9.566326531,,,
1383,35,10,25.30730296,7.23065799,,,
3292,77,46,23.39003645,13.97326853,,,
12835,573,81,44.64355279,6.310868718,,,
1733,168,19,96.94171956,10.96364686,,,
269,3,2,11.15241636,7.434944238,,,
1184,20,19,16.89189189,16.0472973,,,
96862,1549,1603,15.99182342,16.54931759,,,
507,12,3,23.66863905,5.917159763,,,
2706,30,39,11.0864745,14.41241685,,,
1367,11,11,8.046817849,8.046817849,,,
36604,585,435,15.98185991,11.88394711,,,
227,26,4,114.5374449,17.62114537,,,
1025,20,18,19.51219512,17.56097561,,,
1020,12,6,11.76470588,5.882352941,,,
307,6,9,19.54397394,29.31596091,,,
172,0,5,0,29.06976744,,,
571,2,3,3.50262697,5.253940455,,,
1977,22,12,11.12797167,6.069802731,,,
23567,1331,203,56.47727755,8.613739551,,,
3492,112,51,32.07331042,14.604811,,,
106,5,0,47.16981132,0,,,
742,13,18,17.52021563,24.25876011,,,
42,1,1,23.80952381,23.80952381,,,
29,0,1,0,34.48275862,,,
171,10,2,58.47953216,11.69590643,,,
389,5,6,12.85347044,15.42416452,,,
6894,529,64,76.73339135,9.283434871,,,
128,2,2,15.625,15.625,,,
2549,319,30,125.1471165,11.7693213,,,
359,4,4,11.14206128,11.14206128,,,
1566,3,20,1.915708812,12.77139208,,,
1086,31,7,28.54511971,6.445672192,,,
9427,168,93,17.82115201,9.865280577,,,
189,1,3,5.291005291,15.87301587,,,
108,0,4,0,37.03703704,,,
918,15,9,16.33986928,9.803921569,,,
416716,10190,3979,24.45310475,9.548469461,,,
4949,304,106,61.42655082,21.41846838,,,
1017,5,3,4.916420846,2.949852507,,,
400,4,7,10,17.5,,,
1187,16,16,13.47935973,13.47935973,,,
12078,21,122,1.73869846,10.1010101,,,
367,7,4,19.07356948,10.89918256,,,
1939,156,8,80.45384219,4.125838061,,,
1571,19,16,12.09420751,10.1845958,,,
775,63,14,81.29032258,18.06451613,,,
23221,375,152,16.14917532,6.545799061,,,
3039,137,29,45.08061862,9.542612702,,,
0,0,0,0,0,,,
4427,66,42,14.90851593,9.487237407,,,
83306,3324,2613,39.90108756,31.36628814,,,
693,3,18,4.329004329,25.97402597,,,
515,3,20,5.825242718,38.83495146,,,
1889,144,14,76.23080995,7.411328745,,,
520,5,3,9.615384615,5.769230769,,,
19666,492,352,25.01779721,17.89891183,,,
3111,413,43,132.7547412,13.82192221,,,
1793,21,13,11.71221417,7.250418293,,,
1321,22,8,16.65404996,6.056018168,,,
1746,27,23,15.46391753,13.17296678,,,
2943,52,40,17.66904519,13.59157322,,,
98,6,3,61.2244898,30.6122449,,,
1086,1,52,0.920810313,47.88213628,,,
597,25,13,41.8760469,21.77554439,,,
420,23,21,54.76190476,50,,,
486,40,7,82.30452675,14.40329218,,,
522,8,2,15.3256705,3.831417625,,,
752,7,11,9.308510638,14.62765957,,,
102,4,1,39.21568627,9.803921569,,,
318,5,1,15.72327044,3.144654088,,,
9256,363,63,39.21780467,6.806395851,,,
383,7,3,18.2767624,7.832898172,,,
2770,24,31,8.664259928,11.19133574,,,
2358,36,52,15.26717557,22.05258694,,,
1020,19,38,18.62745098,37.25490196,,,
0,0,0,0,0,,,
26898,1356,254,50.41267009,9.44308127,,,
2123,140,40,65.94441828,18.84126236,,,
83,8,0,96.38554217,0,,,
195,4,4,20.51282051,20.51282051,,,
475,28,14,58.94736842,29.47368421,,,
509,4,5,7.858546169,9.823182711,,,
1822,72,28,39.51701427,15.36772777,,,
211,4,20,18.95734597,94.78672986,,,
2397,101,11,42.13600334,4.58906967,,,
58966,2430,708,41.21018892,12.00691924,,,
125939,3411,1426,27.08454093,11.32294206,,,
2247,160,13,71.20605251,5.785491767,,,
2357,1678,4,711.9219347,1.69707255,,,
697,15,5,21.52080344,7.173601148,,,
644,12,8,18.63354037,12.42236025,,,
1313,22,6,16.75552171,4.569687738,,,
614,2,8,3.25732899,13.02931596,,,
296,6,3,20.27027027,10.13513514,,,
2831,25,92,8.830801837,32.49735076,,,
105,5,3,47.61904762,28.57142857,,,
641,7,18,10.92043682,28.08112324,,,
585,8,7,13.67521368,11.96581197,,,
178,7,1,39.3258427,5.617977528,,,
344,3,4,8.720930233,11.62790698,,,
6052,16,6,2.643754131,0.991407799,,,
241,2,4,8.298755187,16.59751037,,,
31977,718,503,22.45363855,15.73005598,,,
914,41,8,44.85776805,8.75273523,,,
659,7,3,10.62215478,4.552352049,,,
979,18,4,18.38610827,4.085801839,,,
5420,341,31,62.91512915,5.719557196,,,
605,3,9,4.958677686,14.87603306,,,
1165,16,17,13.73390558,14.59227468,,,
1398,27,44,19.31330472,31.47353362,,,
50,1,1,20,20,,,
2171,17,10,7.83049286,4.606172271,,,
6347,167,41,26.3116433,6.459744761,,,
881,22,3,24.97162316,3.405221339,,,
370,17,1,45.94594595,2.702702703,,,
1881,37,9,19.67038809,4.784688995,,,
1267,18,12,14.20678769,9.471191792,,,
2170,108,35,49.76958525,16.12903226,,,
52692,3323,453,63.06460184,8.597130494,,,
5930,346,44,58.34738617,7.41989882,,,
2889,49,20,16.96088612,6.922810661,,,
830,53,7,63.85542169,8.43373494,,,
13916,482,101,34.63638977,7.257832711,,,
207426,9696,2181,46.74438113,10.51459316,,,
98,2,1,20.40816327,10.20408163,,,
250,7,7,28,28,,,
712,23,11,32.30337079,15.4494382,,,
304,21,4,69.07894737,13.15789474,,,
960,119,17,123.9583333,17.70833333,,,
677,12,11,17.72525849,16.24815362,,,
43350,5122,780,118.1545559,17.99307958,,,
221,3,11,13.57466063,49.77375566,,,
870,9,32,10.34482759,36.7816092,,,
539,7,4,12.98701299,7.421150278,,,
636,2,11,3.144654088,17.29559748,,,
536,12,1,22.3880597,1.865671642,,,
941,10,14,10.62699256,14.87778959,,,
185,12,4,64.86486486,21.62162162,,,
42798,1377,406,32.17440067,9.486424599,,,
1496,123,7,82.21925134,4.679144385,,,
392,12,3,30.6122449,7.653061224,,,
5604,66,166,11.77730193,29.62169879,,,
597,14,5,23.45058626,8.37520938,,,
7212,109,73,15.11369939,10.12201886,,,
180,1,15,5.555555556,83.33333333,,,
23232,501,107,21.56508264,4.605716253,,,
35609,1748,188,49.08871353,5.279564155,,,
14244,546,105,38.33192923,7.371524853,,,
350,18,13,51.42857143,37.14285714,,,
3880,97,227,25,58.50515464,,,
347,256,2,737.7521614,5.763688761,,,
4014,150,37,37.36920777,9.217737917,,,
120,8,2,66.66666667,16.66666667,,,
3387,264,48,77.94508415,14.17183348,,,
4624,288,72,62.28373702,15.57093426,,,
1885,29,38,15.38461538,20.15915119,,,
4469,72,63,16.1109868,14.09711345,,,
157,6,5,38.21656051,31.84713376,,,
712,56,9,78.65168539,12.64044944,,,
181,0,13,0,71.82320442,,,
3942,44,45,11.16184678,11.41552511,,,
17586,560,152,31.84351188,8.64323894,,,
761,11,9,14.45466491,11.82654402,,,
29396,20496,171,697.2377194,5.817117975,,,
37,0,3,0,81.08108108,,,
483,5,13,10.35196687,26.91511387,,,
2544,468,16,183.9622642,6.289308176,,,
811,51,5,62.88532676,6.165228113,,,
6,0,0,0,0,,,
3987,976,11,244.7955857,2.758966642,,,
3087,57,30,18.46452867,9.718172983,,,
94,2,1,21.27659574,10.63829787,,,
1290,118,7,91.47286822,5.426356589,,,
38,1,2,26.31578947,52.63157895,,,
406,1,1,2.463054187,2.463054187,,,
4803,147,44,30.60587133,9.160941078,,,
9464,642,92,67.83601014,9.721048183,,,
4645,87,37,18.72981701,7.96555436,,,
2614,90,9,34.42999235,3.442999235,,,
4309,94,148,21.81480622,34.34671618,,,
2289,103,16,44.99781564,6.989951944,,,
8306,151,247,18.17962918,29.73753913,,,
37,0,1,0,27.02702703,,,
174,2,4,11.49425287,22.98850575,,,
99,1,2,10.1010101,20.2020202,,,
703,1,9,1.422475107,12.80227596,,,
137,33,4,240.8759124,29.19708029,,,
731,59,9,80.71135431,12.3119015,,,
8106,226,158,27.88058228,19.49173452,,,
4526,256,21,56.56208573,4.639858595,,,
3278,42,24,12.81269067,7.321537523,,,
10920,149,102,13.64468864,9.340659341,,,
0,0,0,0,0,,,
0,0,0,0,0,,,
560,21,5,37.5,8.928571429,,,
4527,234,58,51.68986083,12.81201679,,,
7342,261,116,35.54889676,15.79950967,,,
1585,834,17,526.1829653,10.72555205,,,
319756,16600,3390,51.91458487,10.6018339,,,
27798,4108,116,147.7804159,4.172962084,,,
926,45,15,48.59611231,16.1987041,,,
5553,98,85,17.64811813,15.30704124,,,
704,131,3,186.0795455,4.261363636,,,
1118,61,7,54.56171735,6.26118068,,,
4372,270,26,61.75663312,5.946935041,,,
47028,6995,425,148.7411755,9.037169346,,,
3617,337,44,93.1711363,12.16477744,,,
66,0,2,0,30.3030303,,,
68,0,8,0,117.6470588,,,
1558,82,40,52.63157895,25.67394095,,,
7379,135,54,18.29516195,7.318064778,,,
8356,177,111,21.18238392,13.28386788,,,
15413,1187,94,77.01291118,6.09874781,,,
107,2,4,18.69158879,37.38317757,,,
855,1,5,1.169590643,5.847953216,,,
175,6,3,34.28571429,17.14285714,,,
61,0,1,0,16.39344262,,,
6133,97,99,15.81607696,16.14218164,,,
36530,355,429,9.718039967,11.74377224,,,
2385,105,17,44.02515723,7.1278826,,,
246,6,1,24.3902439,4.06504065,,,
216,8,5,37.03703704,23.14814815,,,
235,1,4,4.255319149,17.0212766,,,
2105,29,11,13.77672209,5.225653207,,,
74781,3464,860,46.32192669,11.50024739,,,
1471,89,28,60.50305914,19.03467029,,,
467,13,4,27.8372591,8.565310493,,,
59315,2533,468,42.70420636,7.890078395,,,
19931,614,168,30.80628167,8.429080327,,,
2382,57,13,23.92947103,5.457598657,,,
84,6,1,71.42857143,11.9047619,,,
114,25,1,219.2982456,8.771929825,,,
2700,73,29,27.03703704,10.74074074,,,
11326,1428,57,126.0815822,5.032668197,,,
12086,130,94,10.7562469,7.77759391,,,
4993,1336,86,267.5746044,17.22411376,,,
4214,63,82,14.95016611,19.45894637,,,
552,2,10,3.623188406,18.11594203,,,
960,11,13,11.45833333,13.54166667,,,
1272,156,7,122.6415094,5.503144654,,,
517,12,7,23.21083172,13.53965184,,,
343,6,2,17.49271137,5.83090379,,,
2201,10,44,4.543389368,19.99091322,,,
269,0,4,0,14.86988848,,,
88,2,3,22.72727273,34.09090909,,,
262,0,5,0,19.08396947,,,
526,12,2,22.81368821,3.802281369,,,
42821,1377,406,32.15711917,9.481329254,,,
590,8,10,13.55932203,16.94915254,,,
465,20,12,43.01075269,25.80645161,,,
19081,1182,283,61.94643887,14.83150778,,,
213928,26658,2360,124.612019,11.031749,,,
1331,68,5,51.08940646,3.756574005,,,
3203,33,10,10.30284109,3.122073057,,,
333,9,1,27.02702703,3.003003003,,,
3547,48,48,13.53256273,13.53256273,,,
246,11,2,44.71544715,8.130081301,,,
1528,38,15,24.86910995,9.816753927,,,
9456,2223,64,235.0888325,6.768189509,,,
7,0,0,0,0,,,
216,0,2,0,9.259259259,,,
306,10,4,32.67973856,13.07189542,,,
13425,197,333,14.67411546,24.80446927,,,
2068,64,34,30.94777563,16.4410058,,,
8248,298,129,36.1299709,15.64015519,,,
2119,100,46,47.19207173,21.708353,,,
1265,33,16,26.08695652,12.64822134,,,
2545,62,44,24.36149312,17.28880157,,,
2822,42,26,14.88306166,9.213323884,,,
122,0,1,0,8.196721311,,,
936,26,6,27.77777778,6.41025641,,,
15371,157,174,10.21403942,11.32001822,,,
3561,17,31,4.773939905,8.705419826,,,
44871,1460,413,32.53771924,9.204163045,,,
904,31,6,34.2920354,6.637168142,,,
6968,343,24,49.2250287,3.444316877,,,
455,1,10,2.197802198,21.97802198,,,
165,0,2,0,12.12121212,,,
116,8,0,68.96551724,0,,,
1117,2,24,1.790510295,21.48612355,,,
2051,51,23,24.86591906,11.21404193,,,
166,0,4,0,24.09638554,,,
261,9,8,34.48275862,30.651341,,,
0,0,0,0,0,,,
909,46,16,50.60506051,17.60176018,,,
4308,201,32,46.65738162,7.428040854,,,
617,14,1,22.6904376,1.620745543,,,
654,34,5,51.98776758,7.645259939,,,
490,27,1,55.10204082,2.040816327,,,
764,35,3,45.81151832,3.926701571,,,
1694,89,9,52.53837072,5.312868949,,,
55,1,1,18.18181818,18.18181818,,,
5220,146,81,27.96934866,15.51724138,,,
101,6,0,59.40594059,0,,,
207,35,1,169.0821256,4.830917874,,,
230,7,3,30.43478261,13.04347826,,,
4646,129,25,27.76582006,5.38097288,,,
2682,275,77,102.5354213,28.70991797,,,
211,0,3,0,14.21800948,,,
3567,23,67,6.447995514,18.78329128,,,
6193,489,84,78.96011626,13.56370095,,,
775,32,12,41.29032258,15.48387097,,,
0,0,0,0,0,,,
1222,36,17,29.4599018,13.91162029,,,
636,17,1,26.72955975,1.572327044,,,
2654,10,14,3.767897513,5.275056518,,,
132109,3681,1463,27.86335526,11.07418874,,,
615,1,19,1.62601626,30.89430894,,,
861,18,33,20.90592334,38.32752613,,,
1377,65,12,47.20406681,8.71459695,,,
228,8,0,35.0877193,0,,,
19400,316,184,16.28865979,9.484536082,,,
3156,16,46,5.069708492,14.57541191,,,
1653,22,43,13.30913491,26.01330913,,,
2867,69,53,24.06696896,18.48622253,,,
231520,8596,1909,37.12854181,8.245507947,,,
275,2,15,7.272727273,54.54545455,,,
1972,27,49,13.69168357,24.84787018,,,
0,0,0,0,0,,,
301,14,7,46.51162791,23.25581395,,,
832,118,12,141.8269231,14.42307692,,,
16933,1049,171,61.95003839,10.09862399,,,
44160,2235,323,50.61141304,7.314311594,,,
44610,2256,323,50.57162071,7.240529029,,,
93,1,1,10.75268817,10.75268817,,,
5497,22,62,4.002183009,11.27887939,,,
297,2,6,6.734006734,20.2020202,,,
2841,195,35,68.63780359,12.31960577,,,
1278,65,22,50.86071987,17.2143975,,,
3472,77,23,22.17741935,6.624423963,,,
355,8,5,22.53521127,14.08450704,,,
524,22,8,41.98473282,15.26717557,,,
4923,321,71,65.20414381,14.42210035,,,
713,45,16,63.11360449,22.44039271,,,
1868,84,41,44.96788009,21.94860814,,,
858,19,17,22.14452214,19.81351981,,,
605404,12447,5355,20.55982451,8.845333034,,,
521,3,10,5.75815739,19.19385797,,,
454,2,9,4.405286344,19.82378855,,,
32,0,2,0,62.5,,,
200,10,4,50,20,,,
399,7,8,17.54385965,20.05012531,,,
692,12,11,17.34104046,15.89595376,,,
941,17,14,18.06588735,14.87778959,,,
97,1,1,10.30927835,10.30927835,,,
38052,2244,452,58.97193314,11.87848208,,,
1572,0,12,0,7.633587786,,,
520,0,6,0,11.53846154,,,
186,98,0,526.8817204,0,,,
1844,7,56,3.796095445,30.36876356,,,
98,5,0,51.02040816,0,,,
415,236,14,568.6746988,33.73493976,,,
1468,14,19,9.536784741,12.94277929,,,
985,3,25,3.045685279,25.38071066,,,
34089,1524,200,44.70650356,5.866995218,,,
1310,7,20,5.34351145,15.26717557,,,
203,0,4,0,19.7044335,,,
48531,1337,380,27.54940141,7.830046774,,,
1979,24,14,12.12733704,7.074279939,,,
6586,191,49,29.00091102,7.440024294,,,
573,2,14,3.490401396,24.43280977,,,
2772,77,23,27.77777778,8.297258297,,,
486,80,3,164.6090535,6.172839506,,,
2566,47,15,18.31644583,5.845674201,,,
504,5,16,9.920634921,31.74603175,,,
2421,84,79,34.69640644,32.63114416,,,
63,0,8,0,126.984127,,,
22256,2386,412,107.2070453,18.51186197,,,
254,2,12,7.874015748,47.24409449,,,
659,0,30,0,45.52352049,,,
740,78,10,105.4054054,13.51351351,,,
7164,83,98,11.58570631,13.67950865,,,
137575,1390,242,10.10357987,1.759040523,,,
294,70,12,238.0952381,40.81632653,,,
3838,29,102,7.55601876,26.57634184,,,
0,0,0,0,0,,,
0,0,0,0,0,,,
204,0,7,0,34.31372549,,,
168,0,8,0,47.61904762,,,
61,0,1,0,16.39344262,,,
294,24,1,81.63265306,3.401360544,,,
178,1,6,5.617977528,33.70786517,,,
5972,62,97,10.38178165,16.24246484,,,
489,3,5,6.134969325,10.22494888,,,
3234,34,40,10.51329623,12.3685838,,,
90,3,4,33.33333333,44.44444444,,,
575,9,7,15.65217391,12.17391304,,,
1859,15,24,8.068854223,12.91016676,,,
202,5,0,24.75247525,0,,,
1786,89,19,49.83202688,10.63829787,,,
884,29,14,32.80542986,15.83710407,,,
607,11,27,18.12191104,44.48105437,,,
2884,10,194,3.46740638,67.26768377,,,
337,0,11,0,32.64094955,,,
480,8,7,16.66666667,14.58333333,,,
15843,801,117,50.55860632,7.384964969,,,
168,1,3,5.952380952,17.85714286,,,
477,0,14,0,29.35010482,,,
217,4,2,18.43317972,9.216589862,,,
1641,106,10,64.59475929,6.093845216,,,
31,0,0,0,0,,,
216,10,4,46.2962963,18.51851852,,,
31,0,2,0,64.51612903,,,
59,1,0,16.94915254,0,,,
123,8,3,65.04065041,24.3902439,,,
72,0,3,0,41.66666667,,,
138,20,0,144.9275362,0,,,
154581,4427,1730,28.63870721,11.19154359,,,
210,17,5,80.95238095,23.80952381,,,
704,13,6,18.46590909,8.522727273,,,
3595,355,24,98.74826147,6.675938804,,,
1083,0,7,0,6.463527239,,,
673,7,6,10.40118871,8.915304606,,,
4254,26,140,6.111894687,32.91020216,,,
377,37,17,98.14323607,45.0928382,,,
2073,58,12,27.97877472,5.788712012,,,
1051,15,48,14.27212179,45.67078972,,,
178,8,2,44.94382022,11.23595506,,,
527,16,4,30.36053131,7.590132827,,,
425,6,3,14.11764706,7.058823529,,,
135,0,3,0,22.22222222,,,
3756,840,69,223.6421725,18.37060703,,,
4968,107,29,21.53784219,5.837359098,,,
46727,1502,422,32.14415648,9.031181116,,,
8813,452,110,51.28787019,12.48156133,,,
3177,670,76,210.8907775,23.92193894,,,
4015,46,23,11.45703611,5.728518057,,,
29060,861,355,29.62835513,12.21610461,,,
1728,13,54,7.523148148,31.25,,,
2672,28,36,10.47904192,13.47305389,,,
2019,25,11,12.38236751,5.448241704,,,
402,17,5,42.28855721,12.43781095,,,
391,2,5,5.115089514,12.78772379,,,
0,0,0,0,0,,,
274,7,2,25.54744526,7.299270073,,,
1305,98,9,75.09578544,6.896551724,,,
5465,205,66,37.51143641,12.0768527,,,
0,0,0,0,0,,,
512736,17856,6973,34.82493915,13.59959121,,,
2066,56,16,27.10551791,7.744433688,,,
584,16,8,27.39726027,13.69863014,,,
6164,106,79,17.19662557,12.81635302,,,
2702,47,53,17.39452258,19.61509993,,,
69515,7092,813,102.0211465,11.69531756,,,
2672,118,14,44.16167665,5.239520958,,,
2242,290,16,129.3487957,7.136485281,,,
207,6,1,28.98550725,4.830917874,,,
1835,116,6,63.21525886,3.269754768,,,
55244,928,2379,16.79820433,43.06350011,,,
764,115,8,150.5235602,10.47120419,,,
331,2,4,6.042296073,12.08459215,,,
348,2,2,5.747126437,5.747126437,,,
863,22,16,25.49246813,18.53997683,,,
600,18,8,30,13.33333333,,,
294,1,16,3.401360544,54.42176871,,,
242,5,1,20.66115702,4.132231405,,,
1357,17,13,12.52763449,9.579955785,,,
1206,6,48,4.975124378,39.80099502,,,
748,13,22,17.37967914,29.41176471,,,
2791,72,14,25.7972053,5.016123253,,,
1149,11,13,9.573542211,11.31418625,,,
0,0,0,0,0,,,
509,7,6,13.7524558,11.78781925,,,
17004,269,134,15.8198071,7.880498706,,,
3174,127,26,40.01260239,8.191556396,,,
1180,64,7,54.23728814,5.93220339,,,
1076,29,28,26.95167286,26.02230483,,,
497,4,19,8.048289738,38.22937626,,,
16532,1506,170,91.09605613,10.28308735,,,
393,6,11,15.26717557,27.98982188,,,
6613,8,144,1.209738394,21.77529109,,,
127,1,7,7.874015748,55.11811024,,,
698,14,3,20.05730659,4.297994269,,,
13263,690,249,52.02442886,18.77403302,,,
1786,89,19,49.83202688,10.63829787,,,
1786,89,19,49.83202688,10.63829787,,,
142,9,1,63.38028169,7.042253521,,,
61,0,2,0,32.78688525,,,
2885,76,59,26.34315425,20.45060659,,,
166,0,1,0,6.024096386,,,
1043,17,13,16.2991371,12.46404602,,,
0,0,0,0,0,,,
1460,96,12,65.75342466,8.219178082,,,
896,28,7,31.25,7.8125,,,
54656,922,2363,16.8691452,43.23404567,,,
602,8,4,13.28903654,6.644518272,,,
254,14,7,55.11811024,27.55905512,,,
617,7,8,11.3452188,12.96596434,,,
109,0,4,0,36.69724771,,,
28871,179,41,6.199993073,1.420110145,,,
1475,0,55,0,37.28813559,,,
4775,115,32,24.08376963,6.701570681,,,
1094,44,18,40.21937843,16.45338208,,,
156,0,2,0,12.82051282,,,
236,5,9,21.18644068,38.13559322,,,
5563,215,43,38.6482114,7.729642279,,,
451,19,3,42.1286031,6.651884701,,,
2034,23,25,11.30776794,12.29105211,,,
127,5,7,39.37007874,55.11811024,,,
6455,754,59,116.8086754,9.140201394,,,
0,0,0,0,0,,,
11623,146,118,12.56130087,10.15228426,,,
63236,936,2714,14.80169524,42.91859068,,,
4060,79,46,19.45812808,11.33004926,,,
21574,1843,82,85.42690275,3.800871419,,,
178,0,1,0,5.617977528,,,
583,109,6,186.9639794,10.2915952,,,
231,15,4,64.93506494,17.31601732,,,
811,6,5,7.398273736,6.165228113,,,
1472,16,20,10.86956522,13.58695652,,,
255,4,2,15.68627451,7.843137255,,,
8586,803,136,93.52434195,15.83973911,,,
327,2,18,6.116207951,55.04587156,,,
657,30,5,45.66210046,7.610350076,,,
883,12,9,13.59003398,10.19252548,,,
409,5,8,12.22493888,19.5599022,,,
286,0,5,0,17.48251748,,,
6636,307,64,46.26280892,9.644364075,,,
15,0,0,0,0,,,
8475,202,114,23.83480826,13.45132743,,,
9799,490,47,50.00510256,4.796407797,,,
4652,899,29,193.250215,6.233877902,,,
68,0,8,0,117.6470588,,,
996,36,24,36.14457831,24.09638554,,,
821,4,7,4.872107186,8.526187576,,,
1366,43,19,31.47877013,13.90922401,,,
1324,71,16,53.62537764,12.08459215,,,
1930,29,59,15.02590674,30.56994819,,,
5800,421,38,72.5862069,6.551724138,,,
652,104,6,159.5092025,9.202453988,,,
66,4,1,60.60606061,15.15151515,,,
179,2,1,11.17318436,5.586592179,,,
134,2,6,14.92537313,44.7761194,,,
1516,13,4,8.575197889,2.638522427,,,
3455,332,5,96.09261939,1.447178003,,,
466,3,8,6.43776824,17.16738197,,,
1032,5,12,4.84496124,11.62790698,,,
858,15,5,17.48251748,5.827505828,,,
495,10,5,20.2020202,10.1010101,,,
8480,3584,49,422.6415094,5.778301887,,,
4850,247,66,50.92783505,13.60824742,,,
557,10,6,17.95332136,10.77199282,,,
8298,282,94,33.98409255,11.32803085,,,
256,4,5,15.625,19.53125,,,
291,2,7,6.872852234,24.05498282,,,
103,6,1,58.25242718,9.708737864,,,
255,6,1,23.52941176,3.921568627,,,
423,49,13,115.8392435,30.73286052,,,
105,0,9,0,85.71428571,,,
734,73,28,99.45504087,38.14713896,,,
2873,71,21,24.71284372,7.309432649,,,
1406,160,8,113.7980085,5.689900427,,,
2260,58,50,25.66371681,22.12389381,,,
5906,906,21,153.4033187,3.555706062,,,
2886,171,22,59.25155925,7.623007623,,,
496,41,2,82.66129032,4.032258065,,,
443,9,1,20.31602709,2.257336343,,,
388,2,14,5.154639175,36.08247423,,,
11031,236,113,21.39425256,10.24385822,,,
0,0,0,0,0,,,
298403,11947,3229,40.03646076,10.82093679,,,
1396,0,13,0,9.312320917,,,
2941,102,20,34.68208092,6.800408024,,,
25,0,1,0,40,,,
56,1,4,17.85714286,71.42857143,,,
17737,9195,325,518.407848,18.32327902,,,
15022,101,974,6.723472241,64.83823725,,,
247,8,3,32.38866397,12.14574899,,,
48644,4329,414,88.99350382,8.510813255,,,
2162,81,16,37.4653099,7.400555042,,,
307,8,7,26.05863192,22.80130293,,,
1455,65,17,44.67353952,11.6838488,,,
141,0,4,0,28.36879433,,,
496,15,14,30.24193548,28.22580645,,,
219,0,20,0,91.32420091,,,
2008,53,13,26.39442231,6.474103586,,,
26279,3096,198,117.8127022,7.534533278,,,
3739,343,93,91.73575822,24.87296068,,,
1301,16,78,12.29823213,59.95388163,,,
2954,80,71,27.08192282,24.0352065,,,
2503,66,26,26.36835797,10.38753496,,,
429,9,4,20.97902098,9.324009324,,,
1792,25,17,13.95089286,9.486607143,,,
725,30,17,41.37931034,23.44827586,,,
986,33,10,33.46855984,10.14198783,,,
1583,260,23,164.2451042,14.52937461,,,
26852,1018,266,37.91151497,9.906152242,,,
167,1,1,5.988023952,5.988023952,,,
1185,19,16,16.03375527,13.5021097,,,
81732,17,1092,0.207996868,13.36073998,,,
117,18,1,153.8461538,8.547008547,,,
882,55,5,62.35827664,5.66893424,,,
6296,85,51,13.50063532,8.100381194,,,
360,20,5,55.55555556,13.88888889,,,
14099,839,165,59.50776651,11.70295766,,,
217,1,2,4.608294931,9.216589862,,,
2549,74,78,29.03099255,30.60023539,,,
1578,61,29,38.65652725,18.37769328,,,
983,19,17,19.32858596,17.29399797,,,
189336,447,189,2.360882241,0.998225377,,,
2846,168,17,59.03021785,5.973295854,,,
8420,160,182,19.0023753,21.6152019,,,
1088,1,6,0.919117647,5.514705882,,,
2259,35,67,15.49358123,29.65914121,,,
743,206,12,277.2543742,16.15074024,,,
1673,47,41,28.09324567,24.50687388,,,
109949,7962,906,72.41539259,8.240184085,,,
7173,964,24,134.3928621,3.345880385,,,
169,1,7,5.917159763,41.42011834,,,
825,5,22,6.060606061,26.66666667,,,
16137,1540,126,95.43285617,7.808142777,,,
2190,161,17,73.51598174,7.762557078,,,
2776,26,31,9.365994236,11.16714697,,,
748,14,11,18.71657754,14.70588235,,,
244,9,9,36.8852459,36.8852459,,,
1360,31,5,22.79411765,3.676470588,,,
478,19,1,39.74895397,2.092050209,,,
2403,25,5,10.40366209,2.080732418,,,
2143,61,52,28.46476902,24.265049,,,
128,0,3,0,23.4375,,,
204,6,6,29.41176471,29.41176471,,,
528,0,9,0,17.04545455,,,
1386,16,30,11.54401154,21.64502165,,,
2519,64,34,25.4069075,13.49741961,,,
1854,13,10,7.011866235,5.393743258,,,
1656,325,22,196.2560386,13.28502415,,,
544,102,24,187.5,44.11764706,,,
650,11,9,16.92307692,13.84615385,,,
153,0,4,0,26.14379085,,,
361,3,1,8.310249307,2.770083102,,,
300,1,2,3.333333333,6.666666667,,,
1083,21,18,19.39058172,16.62049861,,,
2146,238,15,110.9040075,6.989748369,,,
