arch_smells,design_smells,loc,arch_sd,design_sd
1,23,524,1.908396947,43.89312977
14,130,11299,1.239047703,11.50544296
10,76,8136,1.229105211,9.341199607
17,339,13415,1.267238166,25.2702199
53,663,67349,0.786945612,9.844244161
222,382,59420,3.736115786,6.428811848
6,76,10910,0.54995417,6.966086159
63,128,16826,3.744205396,7.607274456
0,6,831,0,7.220216606
0,25,3349,0,7.4649149
119,951,127792,0.931200701,7.441780393
119,951,127792,0.931200701,7.441780393
5,142,10751,0.465073016,13.20807367
1,19,1632,0.612745098,11.64215686
431,2357,223642,1.927187201,10.53916527
1,11,792,1.262626263,13.88888889
35,1325,154356,0.226748555,8.58405245
52,1205,204462,0.254325987,5.893515666
29,553,24626,1.177617153,22.45594088
80,116,21937,3.646806765,5.287869809
91,350,49815,1.826759008,7.025996186
62,505,52640,1.17781155,9.593465046
62,505,52640,1.17781155,9.593465046
1,58,6232,0.160462131,9.306803594
117,223,21900,5.342465753,10.1826484
20,270,27081,0.738525165,9.970089731
324,2137,107712,3.00802139,19.83994355
0,5,899,0,5.561735261
35,417,35234,0.993358688,11.83515922
0,29,944,0,30.72033898
16,57,5146,3.109211038,11.07656432
11,279,57137,0.192519733,4.883000508
14,140,18321,0.764150428,7.641504285
3,26,2356,1.273344652,11.03565365
4,62,8959,0.446478402,6.920415225
15,307,29123,0.515056828,10.54149641
87,491,46962,1.852561646,10.4552617
0,2,666,0,3.003003003
93,630,53003,1.754617663,11.88611965
2,51,2865,0.698080279,17.80104712
8,178,10056,0.795544948,17.7008751
33,293,14362,2.297730121,20.40105835
53,430,45009,1.177542269,9.553644827
39,335,14849,2.626439491,22.56044178
76,271,12097,6.282549392,22.40224849
20,115,8465,2.362669817,13.58535145
0,6,905,0,6.629834254
0,18,2237,0,8.046490836
3,13,2221,1.350742909,5.853219271
0,16,1190,0,13.44537815
0,63,5108,0,12.33359436
5,14,4173,1.198178768,3.354900551
48,1313,198506,0.241806293,6.61440964
0,6,397,0,15.11335013
0,2,156,0,12.82051282
2,957,119190,0.016779931,8.02919708
0,2,399,0,5.012531328
0,16,1053,0,15.19468186
93,554,77896,1.193899558,7.112046832
8,68,10480,0.763358779,6.488549618
24,103,10523,2.280718426,9.788083246
3,46,2638,1.137225171,17.43745262
1,22,2810,0.355871886,7.829181495
2,13,798,2.506265664,16.29072682
1,12,3126,0.319897633,3.838771593
115,1287,158104,0.727369327,8.140211506
3,326,17336,0.1730503,18.80479926
10,58,7155,1.397624039,8.106219427
15,122,42051,0.35670971,2.901238972
3,105,6564,0.457038391,15.99634369
36,692,66006,0.545404963,10.4838954
0,2,296,0,6.756756757
44,80,6268,7.019783025,12.76324186
2,44,3745,0.534045394,11.74899866
0,12,2454,0,4.88997555
0,1,415,0,2.409638554
37,101,7774,4.759454592,12.9920247
63,172,32995,1.909380209,5.212911047
2,33,2227,0.898069151,14.818141
9,139,3716,2.421959096,37.4058127
1,67,1797,0.556483027,37.28436283
0,1,19,0,52.63157895
0,18,458,0,39.30131004
3,59,1656,1.811594203,35.62801932
0,4,42,0,95.23809524
0,3,12,0,250
3,38,545,5.504587156,69.72477064
0,7,29,0,241.3793103
1,106,1208,0.82781457,87.74834437
0,52,471,0,110.403397
3,62,5410,0.554528651,11.46025878
15,137,24278,0.617843315,5.642968943
7,337,4864,1.439144737,69.28453947
1,63,452,2.212389381,139.380531
0,2,12,0,166.6666667
8,55,15468,0.517196793,3.555727954
0,27,1704,0,15.84507042
22,88,6402,3.436426117,13.74570447
9,119,14510,0.620261888,8.201240524
17,77,14868,1.143395211,5.178907721
1,2,517,1.934235977,3.868471954
14,101,6796,2.060035315,14.86168334
8,106,20528,0.389711613,5.163678878
1,122,4409,0.2268088,27.67067362
1,124,14194,0.070452304,8.73608567
4,102,8462,0.472701489,12.05388797
60,689,88301,0.679494003,7.80285614
8,95,20998,0.380988666,4.524240404
24,1484,78589,0.30538625,18.88304979
10,132,4587,2.180074123,28.77697842
49,396,10911,4.490880763,36.29364861
1,233,3942,0.253678336,59.10705226
1,27,1429,0.699790063,18.8943317
1,7,1251,0.799360512,5.595523581
1,7,1002,0.998003992,6.986027944
11,39,4279,2.570694087,9.114279037
7,54,5351,1.308166698,10.09157167
42,186,8935,4.700615557,20.81701175
4,41,2239,1.786511836,18.31174632
5,23,1662,3.008423586,13.8387485
5,120,9599,0.520887592,12.50130222
5,34,2684,1.862891207,12.66766021
43,250,24880,1.72829582,10.04823151
2,44,2365,0.845665962,18.60465116
104,606,78640,1.322482197,7.706002035
0,4,707,0,5.657708628
1204,5827,831998,1.447118863,7.003622605
2,7,1386,1.443001443,5.050505051
0,54,4654,0,11.60292222
3,29,3087,0.971817298,9.394233884
1,13,2746,0.36416606,4.734158776
1,19,3466,0.288517023,5.481823428
1,6,471,2.123142251,12.7388535
4,131,29389,0.136105346,4.457450066
10,18,3176,3.14861461,5.667506297
1,14,1639,0.610128127,8.541793777
3,11,1390,2.158273381,7.913669065
1,22,5347,0.187020759,4.114456705
5,182,42828,0.116746054,4.249556365
5,73,5051,0.98990299,14.45258365
0,26,3720,0,6.989247312
0,19,3991,0,4.760711601
19,233,17462,1.088076967,13.34325965
53,149,15356,3.451419641,9.703047669
2,34,1424,1.404494382,23.87640449
17,499,33698,0.504480978,14.80800047
3,91,29469,0.101801894,3.08799077
1,55,10505,0.095192765,5.235602094
6,42,3421,1.753873137,12.27711196
3,40,1169,2.566295979,34.21727973
3,109,14583,0.205718988,7.474456559
0,6,1046,0,5.736137667
16,21,5719,2.797691904,3.671970624
18,137,11032,1.631617114,12.41841914
5,432,37496,0.133347557,11.52122893
3,83,8583,0.349528137,9.670278457
2,14,2476,0.807754443,5.654281099
23,108,15567,1.477484422,6.937752939
0,7,2375,0,2.947368421
12,109,21193,0.566224697,5.143207663
20,173,26102,0.76622481,6.62784461
3,32,3377,0.888362452,9.475866153
3,319,51341,0.058432831,6.213357745
0,66,6137,0,10.75444028
0,3,651,0,4.608294931
37,164,22205,1.666291376,7.385723936
11,103,11894,0.924836052,8.659828485
29,299,48537,0.597482333,6.160248882
61,522,65704,0.928406185,7.944721783
0,9,1350,0,6.666666667
34,749,78912,0.430859692,9.491585564
213,1391,154261,1.380776736,9.01718516
16,91,10646,1.502911892,8.547811385
6,108,8925,0.672268908,12.10084034
200,1682,157139,1.272758513,10.7038991
8,489,29805,0.26841134,16.40664318
0,24,1736,0,13.82488479
1,19,13784,0.072547882,1.37840975
223,14191,510391,0.43691993,27.80417366
0,3,316,0,9.493670886
0,5,323,0,15.47987616
11,34,6450,1.705426357,5.271317829
1,53,2993,0.33411293,17.7079853
4,15,1195,3.347280335,12.55230126
8,57,6740,1.18694362,8.456973294
71,379,27716,2.561697215,13.67441189
21,100,13462,1.559946516,7.428316743
4,13,1288,3.105590062,10.0931677
12,46,4957,2.420819044,9.279806334
0,8,469,0,17.0575693
1,88,11350,0.088105727,7.753303965
7,98,7864,0.890132248,12.46185148
7,98,7864,0.890132248,12.46185148
58,347,30512,1.900891453,11.37257472
323,2419,244428,1.321452534,9.89657486
0,7,1841,0,3.802281369
22,241,36376,0.60479437,6.625247416
1,11,1483,0.674308833,7.417397168
0,5,454,0,11.01321586
0,8,451,0,17.7383592
75,289,61937,1.210907858,4.666031613
6,45,3026,1.982815598,14.87111699
18,153,12281,1.465678691,12.45826887
8,11,1115,7.174887892,9.865470852
2,5,572,3.496503497,8.741258741
1,24,1109,0.901713255,21.64111812
0,6,473,0,12.68498943
3,39,7544,0.39766702,5.169671262
4,32,3421,1.169248758,9.353990061
4,33,2074,1.928640309,15.91128255
0,2,24,0,83.33333333
4,67,8064,0.496031746,8.308531746
1,37,3839,0.260484501,9.637926543
28,610,208474,0.134309314,2.926024348
1,0,168,5.952380952,0
0,11,1659,0,6.630500301
66,542,62849,1.05013604,8.623844453
0,4,438,0,9.132420091
0,3,319,0,9.404388715
0,2,65,0,30.76923077
0,5,1052,0,4.752851711
6,87,9528,0.629722922,9.130982368
1,30,2296,0.43554007,13.06620209
16,183,18009,0.888444667,10.16158587
9,136,40963,0.21971047,3.320069331
5,169,21313,0.234598602,7.929432741
3,170,24859,0.120680639,6.838569532
0,11,1785,0,6.162464986
2,28,1735,1.152737752,16.13832853
8,15,1462,5.471956224,10.25991792
94,327,40165,2.340346072,8.141416656
168,2819,435998,0.385322868,6.465625989
7,31,3158,2.21659278,9.816339455
9,86,11283,0.797660197,7.622086325
17,141,15385,1.104972376,9.164770881
5,38,2136,2.34082397,17.79026217
96,1512,156086,0.615045552,9.686967441
3,33,2787,1.076426265,11.84068891
47,260,43253,1.086629829,6.011143736
31,330,25505,1.215447951,12.93863948
0,28,1788,0,15.65995526
23,87,5482,4.19554907,15.87012039
177,1326,229729,0.770473036,5.772018335
12,83,22990,0.521966072,3.610265333
1,50,13394,0.074660296,3.733014783
95,322,26794,3.545569904,12.01761588
3,34,3245,0.92449923,10.47765794
11,144,27836,0.39517172,5.173157063
4,69,3677,1.087843351,18.7652978
82,1334,150571,0.54459358,8.85960776
9,35,2047,4.396678065,17.09819248
28,69,10105,2.770905492,6.82830282
37,300,30465,1.214508452,9.84736583
5,64,7994,0.625469102,8.006004503
30,372,12268,2.445386371,30.322791
1,5,868,1.152073733,5.760368664
0,11,945,0,11.64021164
5,54,4384,1.140510949,12.31751825
3,35,9620,0.311850312,3.638253638
3,10,1984,1.512096774,5.040322581
15,129,15112,0.992588671,8.536262573
114,1959,58976,1.932989691,33.21690179
1,19,1997,0.500751127,9.514271407
1,18,2675,0.373831776,6.728971963
62,147,15434,4.017105093,9.524426591
13,59,10356,1.255310931,5.697180379
4,8,1502,2.663115846,5.326231691
9,120,8210,1.096224117,14.61632156
3,59,10672,0.281109445,5.528485757
2,62,7565,0.264375413,8.195637806
0,6,2933,0,2.04568701
1,11,1821,0.549148819,6.040637013
32,114,14023,2.281965343,8.129501533
44,181,17076,2.576715859,10.59967205
0,43,7380,0,5.826558266
46,244,31713,1.450509255,7.694005613
157,2957,174190,0.901314656,16.97571617
130,4923,395934,0.328337551,12.4338905
14,140,42941,0.326028737,3.260287371
2,44,2546,0.785545954,17.282011
2,24,5980,0.334448161,4.013377926
16,285,39667,0.403357955,7.184813573
2,51,3161,0.632711167,16.13413477
3,15,1298,2.311248074,11.55624037
20,144,11484,1.741553466,12.53918495
17,222,18299,0.929012514,12.13181048
3,96,7006,0.428204396,13.70254068
109,462,57811,1.885454325,7.9915587
3,19,3039,0.987166831,6.252056598
2,19,1386,1.443001443,13.70851371
3,70,5706,0.525762355,12.26778829
12,191,37669,0.318564337,5.070482359
18,28,5674,3.172365174,4.934790271
10,94,8544,1.170411985,11.00187266
23,362,19821,1.16038545,18.26345795
5,44,4752,1.052188552,9.259259259
25,210,18668,1.339190058,11.24919649
493,7533,711031,0.693359361,10.59447478
2,97,1653,1.209921355,58.68118572
3,30,4323,0.693962526,6.93962526
1,18,1979,0.50530571,9.095502779
2,53,10803,0.185133759,4.906044617
4,37,2341,1.708671508,15.80521145
1,25,4832,0.206953642,5.17384106
25,272,20879,1.197375353,13.02744384
3,43,1866,1.607717042,23.04394427
123,1483,245530,0.500957113,6.039995113
0,1,578,0,1.730103806
0,7,474,0,14.76793249
59,298,16847,3.5021072,17.68860925
121,460,32764,3.693077768,14.03979978
6,57,13225,0.4536862,4.310018904
18,33,5679,3.169572108,5.810882198
14,278,28605,0.489424926,9.718580668
2,43,2930,0.682593857,14.67576792
64,125,13586,4.710731636,9.200647726
23,1203,189095,0.121631984,6.361881594
2,38,6572,0.304321363,5.782105904
1,16,4352,0.229779412,3.676470588
179,264,35008,5.113117002,7.541133455
15,40,4473,3.353454058,8.942544154
93,268,34379,2.705139766,7.795456529
4,779,33681,0.118761319,23.12876696
16,454,60398,0.264909434,7.516805192
2,46,3628,0.551267916,12.67916207
8,404,6961,1.149260164,58.03763827
6,14,3535,1.697312588,3.96039604
15,59,4793,3.129563947,12.30961819
121,641,56402,2.145313996,11.36484522
23,250,7904,2.909919028,31.62955466
8,90,6280,1.27388535,14.33121019
0,11,1958,0,5.617977528
7,20,4354,1.607717042,4.593477262
3,34,17511,0.171320884,1.941636686
2,7,2363,0.846381718,2.962336014
30,735,35440,0.846501129,20.73927765
29,275,26699,1.086183003,10.30001124
731,4369,833528,0.876995134,5.241575568
0,7,718,0,9.749303621
15,59,8118,1.84774575,7.267799951
22,320,39147,0.561984316,8.174317317
1,21,2925,0.341880342,7.179487179
15,56,5589,2.683843264,10.01968152
2,34,2462,0.812347685,13.80991064
0,7,1375,0,5.090909091
38,260,27930,1.360544218,9.308986753
0,4,563,0,7.104795737
24,339,16474,1.456841083,20.5778803
14,149,19222,0.728332119,7.7515347
10,99,12346,0.809978941,8.018791511
188,1594,149938,1.253851592,10.63106084
63,196,11504,5.47635605,17.03755216
2,22,923,2.166847237,23.83531961
5,369,14369,0.347971327,25.68028394
0,4,439,0,9.111617312
0,5,1013,0,4.935834156
14,296,12268,1.141180306,24.12781219
35,192,16769,2.087184686,11.44969885
1,66,4939,0.202470136,13.36302895
12,425,40378,0.29719154,10.52553371
72,148,18704,3.849443969,7.912745937
1,18,1218,0.821018062,14.77832512
4,46,5346,0.74822297,8.60456416
2,12,114,17.54385965,105.2631579
0,4,320,0,12.5
13,82,13225,0.982986767,6.200378072
24,97,25749,0.932075032,3.767136588
12,52,4817,2.491177081,10.79510069
3,29,4494,0.667556742,6.453048509
2,55,2693,0.742666172,20.42331972
11,41,6232,1.76508344,6.578947368
4,19,5981,0.668784484,3.1767263
30,72,33325,0.900225056,2.160540135
18,141,63136,0.285098834,2.233274202
3,46,2422,1.238645747,18.99256813
0,2,318,0,6.289308176
1,42,2349,0.425713069,17.87994891
4,20,2009,1.991040319,9.955201593
104,1480,178773,0.581743328,8.278655054
7,124,12714,0.55057417,9.753028158
11,50,6132,1.793868232,8.15394651
17,459,16931,1.004075365,27.11003485
8,10,880,9.090909091,11.36363636
1,9,1293,0.773395205,6.960556845
9,52,3273,2.749770852,15.88756493
84,539,96104,0.874053109,5.60850745
16,22,1502,10.65246338,14.64713715
9,11,2344,3.839590444,4.692832765
0,8,1175,0,6.808510638
0,14,2492,0,5.617977528
74,490,55624,1.330360995,8.809147131
247,1116,104400,2.365900383,10.68965517
9,79,21651,0.415685188,3.648792204
1,16,2603,0.384172109,6.146753746
15,132,23971,0.625756122,5.506653873
1,6,994,1.006036217,6.036217304
12,20,5342,2.246349682,3.743916136
58,1216,118664,0.488775029,10.24742129
127,2955,203941,0.622729123,14.4894847
11,80,13614,0.807991773,5.876303805
48,424,17491,2.744268481,24.24103825
12,248,6526,1.838798652,38.0018388
2,16,301,6.644518272,53.15614618
0,11,778,0,14.13881748
5,23,6117,0.817394147,3.760013078
1,173,20166,0.049588416,8.578795993
7,107,9760,0.717213115,10.96311475
24,1050,51105,0.469621368,20.54593484
0,7,276,0,25.36231884
1,47,6960,0.143678161,6.752873563
0,17,1660,0,10.24096386
0,30,1046,0,28.68068834
1,17,1666,0.600240096,10.20408163
32,192,21074,1.518458764,9.110752586
0,3,274,0,10.94890511
77,780,81557,0.944124968,9.56386331
4,256,18322,0.218316778,13.97227377
24,67,8374,2.866013852,8.000955338
0,9,809,0,11.12484549
26,0,998,26.05210421,0
1,11,1794,0.557413601,6.13154961
1,44,3249,0.307787011,13.5426285
6,34,2899,2.0696792,11.72818213
19,211,21414,0.88727001,9.853366956
2,27,4996,0.400320256,5.404323459
1,27,4145,0.241254524,6.513872135
100,460,31769,3.147722623,14.47952406
26,672,23447,1.108883866,28.66038299
17,28,5700,2.98245614,4.912280702
7,86,5904,1.185636856,14.56639566
399,8802,490424,0.813581717,17.94773502
2,58,2048,0.9765625,28.3203125
1,7,498,2.008032129,14.0562249
32,101,10654,3.003566735,9.480007509
4,188,28419,0.140750906,6.615292586
2,16,5020,0.398406375,3.187250996
2,37,4517,0.442771751,8.191277397
0,14,4066,0,3.443187408
0,6,1387,0,4.325883201
0,12,1997,0,6.00901352
14,17,2864,4.888268156,5.93575419
30,456,27970,1.072577762,16.30318198
9,59,6555,1.372997712,9.000762777
4,50,4398,0.90950432,11.368804
2,247,42436,0.047129795,5.820529739
62,808,41341,1.499721826,19.54476186
136,556,38048,3.574432296,14.61312027
30,268,29362,1.021728765,9.127443635
10,90,4901,2.040399918,18.36359927
0,9,1551,0,5.80270793
22,309,25938,0.848176421,11.91302336
3,72,11080,0.270758123,6.498194946
2,71,17371,0.115134419,4.08727189
2,45,1996,1.002004008,22.54509018
1,17,907,1.102535832,18.74310915
0,29,5893,0,4.921092822
3,9,1710,1.754385965,5.263157895
13,191,5898,2.204136996,32.38385894
4,57,2687,1.488649051,21.21324898
15,132,6652,2.254960914,19.84365604
28,117,6603,4.240496744,17.71921854
8,40,2698,2.965159377,14.82579689
29,97,12312,2.355425601,7.878492528
11,53,2021,5.442850074,26.22464127
1,17,4549,0.219828534,3.737085074
28,156,16884,1.658374793,9.239516702
32,142,14779,2.165234454,9.608227891
8,49,4351,1.83865778,11.2617789
4,92,8133,0.491823435,11.31193901
5,27,1963,2.547121752,13.75445746
12,178,14326,0.837637861,12.42496161
6,136,13167,0.455684666,10.32885243
6,88,9562,0.62748379,9.203095587
0,4,998,0,4.008016032
19,84,3234,5.875077304,25.97402597
29,145,35167,0.824636733,4.123183667
5,22,5394,0.926955877,4.078605858
4,20,6069,0.659087164,3.295435821
25,126,28105,0.889521437,4.483188045
0,18,2435,0,7.392197125
27,516,52194,0.517300839,9.886193815
13,162,18972,0.685220325,8.538899431
2,103,19639,0.101838179,5.244666225
338,1493,356406,0.948356649,4.189042833
4,19,5164,0.774593338,3.679318358
31,46,5713,5.4262209,8.051811658
7,25,1710,4.093567251,14.61988304
3,127,8217,0.365096751,15.45576244
1,5,340,2.941176471,14.70588235
3,61,5114,0.586624951,11.92804067
17,302,15601,1.089673739,19.35773348
1,19,1604,0.623441397,11.84538653
112,1031,90472,1.237952074,11.39579096
3,82,6322,0.474533376,12.97057893
2,36,1539,1.299545159,23.39181287
3,54,8949,0.335232987,6.034193765
51,239,15246,3.345139709,15.67624295
0,5,561,0,8.912655971
1,9,818,1.222493888,11.00244499
0,3,1854,0,1.618122977
13,178,15015,0.865800866,11.85481185
91,407,46375,1.962264151,8.776280323
0,3,712,0,4.213483146
3,11,1106,2.712477396,9.945750452
10,111,7546,1.325205407,14.70978002
0,10,361,0,27.70083102
6,49,6586,0.911023383,7.440024294
2,40,10153,0.196986112,3.93972225
1,14,1359,0.735835173,10.30169242
1,6,301,3.322259136,19.93355482
2,29,3098,0.645577792,9.360877986
17,15,1112,15.28776978,13.48920863
0,13,1555,0,8.360128617
1,5,479,2.087682672,10.43841336
0,3,666,0,4.504504505
26,406,12799,2.031408704,31.72122822
24,308,6339,3.786086133,48.58810538
40,173,18576,2.153316107,9.313092162
4,94,5890,0.679117148,15.95925297
0,3,207,0,14.49275362
4,112,15988,0.250187641,7.00525394
30,595,42109,0.712436771,14.12999596
3,162,8928,0.336021505,18.14516129
6,40,4570,1.312910284,8.75273523
0,4,608,0,6.578947368
97,111,8141,11.91499816,13.63468861
92,355,28885,3.185044141,12.29011598
42,781,37711,1.113733393,20.71013763
0,17,693,0,24.53102453
6,64,5922,1.013171226,10.80715974
4,96,11071,0.361304309,8.671303405
11,59,7266,1.513900358,8.12001101
1,20,1945,0.514138817,10.28277635
19,282,17162,1.107097075,16.43165132
21,33,6478,3.241741278,5.094164866
31,375,46357,0.66872317,8.089393188
0,21,3702,0,5.6726094
0,5,1044,0,4.789272031
4,15,7239,0.552562509,2.072109407
1,15,1646,0.607533414,9.113001215
45,236,16982,2.649864562,13.89706748
58,283,49781,1.165103152,5.684899861
0,7,1700,0,4.117647059
92,4380,378538,0.243040329,11.57083305
9,12,2040,4.411764706,5.882352941
2,35,2348,0.851788756,14.90630324
23,175,31056,0.74059763,5.634981968
1,22,3968,0.252016129,5.544354839
16,94,18320,0.873362445,5.131004367
186,426,49323,3.771060154,8.636944225
2,26,841,2.378121284,30.91557669
1,15,1697,0.589275192,8.839127873
28,224,17899,1.564333203,12.51466562
0,2,592,0,3.378378378
27,208,19828,1.361710712,10.49021586
5,77,5341,0.936154278,14.41677588
0,0,23,0,0
3,21,2252,1.332149201,9.325044405
0,5,212,0,23.58490566
2,50,3979,0.502638854,12.56597135
1,25,1326,0.754147813,18.85369532
5,25,2388,2.093802345,10.46901173
5,43,7235,0.691085003,5.94333103
2,42,3048,0.656167979,13.77952756
3,462,33729,0.088944232,13.69741172
17,62,5220,3.256704981,11.87739464
0,5,1152,0,4.340277778
1,22,1270,0.787401575,17.32283465
56,117,13373,4.187542062,8.748971809
6,35,4910,1.221995927,7.128309572
0,9,1706,0,5.275498242
7,122,11264,0.621448864,10.83096591
1,16,669,1.494768311,23.91629297
2,8,654,3.058103976,12.2324159
15,76,6941,2.161071892,10.94943092
230,446,60059,3.829567592,7.426031069
58,614,72525,0.799724233,8.466046191
19,424,33702,0.563764762,12.58085574
4,71,5607,0.713393972,12.662743
22,21,3794,5.798629415,5.535055351
28,180,9606,2.914844889,18.73828857
2,58,5987,0.334057124,9.687656589
31,63,9486,3.267973856,6.641366224
60,244,22469,2.67034581,10.85940629
0,22,1967,0,11.18454499
18,434,30581,0.588600765,14.19181845
22,44,2784,7.902298851,15.8045977
15,518,58417,0.256774569,8.867281784
22,495,64035,0.343562114,7.730147576
33,578,31218,1.057082452,18.51495932
0,4,559,0,7.155635063
19,69,9028,2.10456358,7.64288879
24,183,20293,1.182673828,9.017887942
74,692,82082,0.901537487,8.430593796
0,14,917,0,15.26717557
0,23,7360,0,3.125
0,4,911,0,4.390779363
41,104,14964,2.739909115,6.950013365
7,81,6568,1.065773447,12.33252132
25,277,50775,0.492368291,5.45544067
25,192,22483,1.111951252,8.539785616
45,286,43043,1.045466162,6.644518272
0,27,1000,0,27
33,1181,91595,0.360281675,12.89371691
27,354,24243,1.113723549,14.6021532
6,183,22345,0.268516447,8.189751622
0,2,510,0,3.921568627
30,60,9574,3.133486526,6.266973052
34,701,60533,0.561677102,11.58046024
3,70,5729,0.523651597,12.21853727
4,49,2380,1.680672269,20.58823529
10,50,3485,2.869440459,14.3472023
8,46,1795,4.456824513,25.62674095
2,11,768,2.604166667,14.32291667
0,6,473,0,12.68498943
0,38,1483,0,25.62373567
1,25,1540,0.649350649,16.23376623
4,69,10953,0.36519675,6.299643933
2,16,1707,1.171646163,9.373169303
0,4,500,0,8
15,169,23916,0.627195183,7.066399063
8,116,7683,1.041259925,15.09826891
25,220,40260,0.620963736,5.464480874
2,10,1172,1.706484642,8.532423208
3,18,972,3.086419753,18.51851852
24,20,3984,6.024096386,5.020080321
0,6,2084,0,2.879078695
2,11,1812,1.103752759,6.070640177
0,1,346,0,2.89017341
1,7,1045,0.956937799,6.698564593
36,73,7956,4.524886878,9.175465058
1,42,3793,0.263643554,11.07302926
0,33,880,0,37.5
33,133,17579,1.877239889,7.565845611
0,0,28,0,0
2,23,2101,0.951927653,10.94716802
9,49,6860,1.311953353,7.142857143
12,37,3460,3.468208092,10.69364162
157,2392,230239,0.681900112,10.38920426
16,309,30231,0.529258046,10.22129602
0,0,266,0,0
0,3,251,0,11.95219124
0,13,1000,0,13
3,26,1979,1.51591713,13.13794846
20,43,6176,3.238341969,6.962435233
20,43,6176,3.238341969,6.962435233
0,8,1473,0,5.431093007
85,383,18876,4.503072685,20.29031574
1,18,13203,0.075740362,1.363326517
1,24,4450,0.224719101,5.393258427
17,305,30463,0.558054033,10.01214588
63,524,54769,1.150285746,9.567456043
173,628,74605,2.318879432,8.417666376
2,17,2250,0.888888889,7.555555556
9,70,6085,1.479046836,11.50369762
29,290,39924,0.726380122,7.263801222
21,441,73611,0.285283449,5.990952439
0,29,2020,0,14.35643564
0,20,3911,0,5.113781642
2,55,4626,0.432338954,11.88932123
0,9,1546,0,5.821474774
7,1172,131478,0.053240846,8.914038851
0,4,1251,0,3.197442046
5,66,3359,1.488538255,19.64870497
5,209,18509,0.270138851,11.29180399
5,205,7779,0.642756138,26.35300167
2,51,3070,0.651465798,16.61237785
126,7449,678384,0.185735513,10.98050662
17,1175,19415,0.87561164,60.52021633
0,47,5449,0,8.62543586
23,22,3331,6.904833383,6.604623236
15,225,19967,0.751239545,11.26859318
7,209,31084,0.225196242,6.723716381
7,46,10388,0.673854447,4.428186369
18,46,5210,3.454894434,8.829174664
19,132,23780,0.798990749,5.550883095
7,161,15834,0.442086649,10.16799293
5,38,4391,1.138692781,8.654065133
0,11,1001,0,10.98901099
0,14,2912,0,4.807692308
0,52,6335,0,8.208366219
0,67,13240,0,5.060422961
5,430,52095,0.095978501,8.25415107
51,539,67515,0.755387692,7.983411094
5,430,52095,0.095978501,8.25415107
25,129,9820,2.545824847,13.13645621
9,18,3105,2.898550725,5.797101449
78,580,42117,1.85198376,13.77116129
40,786,92578,0.432068094,8.490138046
0,16,3391,0,4.718372162
1,8,704,1.420454545,11.36363636
3,28,3321,0.903342367,8.431195423
16,104,4755,3.364879075,21.87171399
21,297,35045,0.599229562,8.474818091
1,10,919,1.088139282,10.88139282
36,220,19937,1.805687917,11.03475949
12,139,18215,0.658797694,7.631073291
6,124,14496,0.413907285,8.554083885
199,2989,191305,1.040223727,15.62426492
2,22,1539,1.299545159,14.29499675
1,6,342,2.923976608,17.54385965
51,130,11792,4.324966079,11.02442334
1,7,518,1.930501931,13.51351351
6,39,18136,0.330833701,2.150419056
0,5,47709,0,0.104802029
5,378,23421,0.213483626,16.13936211
34,1011,83300,0.408163265,12.13685474
36,206,11033,3.262938457,18.67125895
2,10,2439,0.8200082,4.100041
3,33,4398,0.68212824,7.503410641
13,81,16399,0.792731264,4.939325569
282,5016,328498,0.858452715,15.26949936
8,67,9397,0.851335533,7.129935086
4,59,3447,1.160429359,17.11633304
0,48,4312,0,11.13172542
0,6,1107,0,5.420054201
6,220,30444,0.197083169,7.226382867
5,48,1941,2.575991757,24.72952087
5,44,5138,0.9731413,8.563643441
214,440,69872,3.062743302,6.297229219
5,63,7098,0.704423781,8.875739645
1,10,1040,0.961538462,9.615384615
7,42,5767,1.21380267,7.282816022
7,42,5767,1.21380267,7.282816022
123,546,94769,1.297892771,5.761377666
24,151,18961,1.265756026,7.963714994
0,42,3799,0,11.05554093
33,305,32914,1.00261287,9.266573495
9,322,41747,0.215584353,7.713129087
0,2,793,0,2.522068096
49,2289,275330,0.177968256,8.313659972
25,211,16972,1.473014377,12.43224134
181,958,103373,1.750940768,9.267410252
0,27,4698,0,5.747126437
2,33,3210,0.62305296,10.28037383
0,1,543,0,1.841620626
122,1099,181928,0.670594961,6.040851326
0,6,1418,0,4.231311707
0,9,2811,0,3.201707577
20,95,13663,1.463807363,6.953084974
9,45,3983,2.259603314,11.29801657
3,13,968,3.099173554,13.42975207
6,297,20564,0.291772029,14.44271543
4,12,1527,2.61951539,7.858546169
0,6,1204,0,4.983388704
8,51,7089,1.128508958,7.194244604
27,398,16694,1.61734755,23.84090092
2,46,4553,0.43927081,10.10322864
19,23,2922,6.502395619,7.871321013
5,78,16606,0.301095989,4.697097435
1,6,670,1.492537313,8.955223881
1,152,6146,0.162707452,24.7315327
10,63,4910,2.036659878,12.83095723
92,256,39626,2.32170797,6.460404785
10,60,8013,1.247972045,7.487832273
31,219,17420,1.77956372,12.5717566
35,601,22012,1.590041795,27.30328912
1,7,2065,0.484261501,3.389830508
102,430,91437,1.115522163,4.702691471
10,46,6716,1.488981537,6.849315068
1,4,360,2.777777778,11.11111111
0,8,661,0,12.10287443
0,39,1081,0,36.07770583
5,47,3285,1.522070015,14.30745814
0,16,810,0,19.75308642
0,5,376,0,13.29787234
0,3,237,0,12.65822785
0,1,136,0,7.352941176
0,10,706,0,14.16430595
1,285,23212,0.043081165,12.278132
